access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.4546170592e+02,3.2557946682e+02,9.6285427015e+07,1.0216531220e+08
write,1,3.4546194506e+02,3.2987918901e+02,9.6285360364e+07,1.0083366572e+08
write,2,3.4546168804e+02,3.2933984613e+02,9.6285431998e+07,1.0099879581e+08
write,3,3.4546192098e+02,3.2270862603e+02,9.6285367076e+07,1.0307418268e+08
write,4,3.4546192908e+02,3.2216940498e+02,9.6285364817e+07,1.0324669990e+08
write,5,3.4546197319e+02,3.2444767499e+02,9.6285352523e+07,1.0252170207e+08
write,6,3.4546174693e+02,3.2481994700e+02,9.6285415585e+07,1.0240420325e+08
write,7,3.4546185803e+02,3.2616775703e+02,9.6285384619e+07,1.0198104244e+08
write,8,3.4546168303e+02,3.2097204399e+02,9.6285433394e+07,1.0363185360e+08
write,9,3.4546180606e+02,3.2741295290e+02,9.6285399105e+07,1.0159319470e+08
write,10,3.4546169901e+02,3.2153843689e+02,9.6285428942e+07,1.0344930514e+08
write,11,3.4546174502e+02,3.2801827598e+02,9.6285416117e+07,1.0140571519e+08
write,12,3.4546203399e+02,3.2327370310e+02,9.6285335578e+07,1.0289401072e+08
write,13,3.4546176600e+02,3.2387005401e+02,9.6285410269e+07,1.0270454913e+08
write,14,3.4546192098e+02,3.2866076899e+02,9.6285367076e+07,1.0120747899e+08
write,15,3.4546210504e+02,3.2680086207e+02,9.6285315776e+07,1.0178347652e+08
write,16,3.4546150017e+02,3.4231543493e+02,9.6285484362e+07,9.7170400390e+07
write,17,3.4546150208e+02,3.4455555105e+02,9.6285483830e+07,9.6538650358e+07
write,18,3.4546147609e+02,3.4288454008e+02,9.6285491073e+07,9.7009121100e+07
write,19,3.4546145701e+02,3.3832452798e+02,9.6285496389e+07,9.8316631285e+07
write,20,3.4546143103e+02,3.3754480600e+02,9.6285503633e+07,9.8543740802e+07
write,21,3.4546144700e+02,3.4509565520e+02,9.6285499180e+07,9.6387559132e+07
write,22,3.4546146512e+02,3.4174982715e+02,9.6285494130e+07,9.7331220764e+07
write,23,3.4546138000e+02,3.4399026108e+02,9.6285517853e+07,9.6697295347e+07
write,24,3.4546144795e+02,3.4544175482e+02,9.6285498915e+07,9.6290988012e+07
write,25,3.4546131110e+02,3.4541622090e+02,9.6285537057e+07,9.6298106050e+07
write,26,3.4546142507e+02,3.4343115616e+02,9.6285505294e+07,9.6854718262e+07
write,27,3.4546148896e+02,3.3913834715e+02,9.6285487485e+07,9.8080704089e+07
write,28,3.4546171808e+02,3.4117818093e+02,9.6285423626e+07,9.7494299844e+07
write,29,3.4546150279e+02,3.3991696000e+02,9.6285483631e+07,9.7856040699e+07
write,30,3.4546145105e+02,3.4061568117e+02,9.6285498051e+07,9.7655303941e+07
write,31,3.4546151304e+02,3.3674183416e+02,9.6285480773e+07,9.8778721553e+07
