rank,items,rate-Directory creation,time-Directory creation,rate-Directory stat,time-Directory stat,rate-Directory read,time-Directory read,rate-Directory rename,time-Directory rename,rate-Directory removal,time-Directory removal,rate-File creation,time-File creation,rate-File stat,time-File stat,rate-File read,time-File read,rate-File removal,time-File removal,rate-Tree creation,time-Tree creation,rate-Tree removal,time-Tree removal
all,46438,,,,,,,,,,,,,4.2101772456e+04,3.5295806170e+01,,,,,,,,
0,,,,,,,,,,,,,,1.3156828955e+03,3.5295738935e+01,,,,
1,,,,,,,,,,,,,,1.3171297170e+03,3.5256967783e+01,,,,
2,,,,,,,,,,,,,,1.3166859764e+03,3.5268849850e+01,,,,
3,,,,,,,,,,,,,,1.3182569420e+03,3.5226819992e+01,,,,
4,,,,,,,,,,,,,,1.3161112242e+03,3.5284251928e+01,,,,
5,,,,,,,,,,,,,,1.3164884786e+03,3.5274140835e+01,,,,
6,,,,,,,,,,,,,,1.3163807750e+03,3.5277026892e+01,,,,
7,,,,,,,,,,,,,,1.3182785338e+03,3.5226243019e+01,,,,
8,,,,,,,,,,,,,,1.3165119523e+03,3.5273511887e+01,,,,
9,,,,,,,,,,,,,,1.3161513154e+03,3.5283177137e+01,,,,
10,,,,,,,,,,,,,,1.3171968068e+03,3.5255172014e+01,,,,
11,,,,,,,,,,,,,,1.3161579589e+03,3.5282999039e+01,,,,
12,,,,,,,,,,,,,,1.3188253726e+03,3.5211636782e+01,,,,
13,,,,,,,,,,,,,,1.3163506959e+03,3.5277832985e+01,,,,
14,,,,,,,,,,,,,,1.3167402203e+03,3.5267396927e+01,,,,
15,,,,,,,,,,,,,,1.3162603245e+03,3.5280255079e+01,,,,
16,,,,,,,,,,,,,,1.3168750841e+03,3.5263785124e+01,,,,
17,,,,,,,,,,,,,,1.3156986261e+03,3.5295316935e+01,,,,
18,,,,,,,,,,,,,,1.3167420808e+03,3.5267347097e+01,,,,
19,,,,,,,,,,,,,,1.3169296107e+03,3.5262325048e+01,,,,
20,,,,,,,,,,,,,,1.3163811398e+03,3.5277017117e+01,,,,
21,,,,,,,,,,,,,,1.3165611361e+03,3.5272194147e+01,,,,
22,,,,,,,,,,,,,,1.3158363701e+03,3.5291622162e+01,,,,
23,,,,,,,,,,,,,,1.3166669645e+03,3.5269359112e+01,,,,
24,,,,,,,,,,,,,,1.3183101555e+03,3.5225398064e+01,,,,
25,,,,,,,,,,,,,,1.3169446233e+03,3.5261923075e+01,,,,
26,,,,,,,,,,,,,,1.3158616163e+03,3.5290945053e+01,,,,
27,,,,,,,,,,,,,,1.3168461131e+03,3.5264560938e+01,,,,
28,,,,,,,,,,,,,,1.3171925044e+03,3.5255287170e+01,,,,
29,,,,,,,,,,,,,,1.3186283484e+03,3.5216897964e+01,,,,
30,,,,,,,,,,,,,,1.3157413853e+03,3.5294169903e+01,,,,
31,,,,,,,,,,,,,,1.3165780892e+03,3.5271739960e+01,,,,
