access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,4.1522960520e+02,3.0673838997e+02,1.5624064370e+06,2.1150186257e+06
write,1,4.1522950912e+02,4.1522752500e+02,1.5624067985e+06,1.5624142643e+06
write,2,4.1522944999e+02,3.0951290894e+02,1.5624070210e+06,2.0960592895e+06
write,3,4.1522941399e+02,4.1522739792e+02,1.5624071565e+06,1.5624147425e+06
write,4,4.1522959614e+02,3.0604496598e+02,1.5624064711e+06,2.1198107471e+06
write,5,4.1522962093e+02,4.1522739792e+02,1.5624063778e+06,1.5624147425e+06
write,6,4.1522969413e+02,3.0785093713e+02,1.5624061024e+06,2.1073751279e+06
write,7,4.1522940898e+02,4.1522744203e+02,1.5624071753e+06,1.5624145765e+06
write,8,4.1522942901e+02,3.0065660214e+02,1.5624071000e+06,2.1578019687e+06
write,9,4.1523072314e+02,3.5168036199e+02,1.5624022305e+06,1.8447359538e+06
write,10,4.1522952104e+02,4.1522742105e+02,1.5624067537e+06,1.5624146555e+06
write,11,4.1522943997e+02,3.2448914194e+02,1.5624070587e+06,1.9993193119e+06
write,12,4.1522954416e+02,3.1958542800e+02,1.5624066667e+06,2.0299968370e+06
write,13,4.1522966003e+02,4.1522743106e+02,1.5624062307e+06,1.5624146178e+06
write,14,4.1522963309e+02,3.1313198113e+02,1.5624063321e+06,2.0718337541e+06
write,15,4.1522953105e+02,4.1522744489e+02,1.5624067160e+06,1.5624145658e+06
write,16,4.1522948885e+02,3.1582140899e+02,1.5624068748e+06,2.0541907215e+06
write,17,4.1522949696e+02,4.1522744298e+02,1.5624068443e+06,1.5624145729e+06
write,18,4.1522961497e+02,3.0051627207e+02,1.5624064002e+06,2.1588095830e+06
write,19,4.1522946000e+02,4.1522744203e+02,1.5624069834e+06,1.5624145765e+06
write,20,4.1522942400e+02,3.5556581998e+02,1.5624071188e+06,1.8245775368e+06
write,21,4.1522964311e+02,3.0059996486e+02,1.5624062944e+06,2.1582085291e+06
write,22,4.1522942019e+02,4.1522741699e+02,1.5624071332e+06,1.5624146707e+06
write,23,4.1522957206e+02,3.3302138782e+02,1.5624065617e+06,1.9480953228e+06
write,24,4.1522943521e+02,3.3980051398e+02,1.5624070767e+06,1.9092302139e+06
write,25,4.1522970009e+02,4.1522742605e+02,1.5624060800e+06,1.5624146366e+06
write,26,4.1522958398e+02,3.5992027497e+02,1.5624065169e+06,1.8025030906e+06
write,27,4.1522948909e+02,4.1522742701e+02,1.5624068739e+06,1.5624146331e+06
write,28,4.1522943616e+02,3.2046528912e+02,1.5624070731e+06,2.0244233308e+06
write,29,4.1522955394e+02,4.1522742701e+02,1.5624066299e+06,1.5624146331e+06
write,30,4.1522968197e+02,3.2313905811e+02,1.5624061481e+06,2.0076725227e+06
write,31,4.1522967291e+02,4.1522743106e+02,1.5624061822e+06,1.5624146178e+06
