access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,1.0872627997e+02,1.0594333005e+02,1.2892729893e+06,1.3231399837e+06
read,1,1.0872602487e+02,1.0594334507e+02,1.2892760144e+06,1.3231397962e+06
read,2,1.0872618890e+02,1.0594333601e+02,1.2892740693e+06,1.3231399093e+06
read,3,1.0872607780e+02,1.0594335318e+02,1.2892753868e+06,1.3231396949e+06
read,4,1.0872609401e+02,1.0594331598e+02,1.2892751945e+06,1.3231401594e+06
read,5,1.0872647500e+02,1.0594335413e+02,1.2892706767e+06,1.3231396830e+06
read,6,1.0872639179e+02,1.0594333410e+02,1.2892716634e+06,1.3231399331e+06
read,7,1.0872653890e+02,1.0594336319e+02,1.2892699190e+06,1.3231395699e+06
read,8,1.0872639585e+02,1.0594332314e+02,1.2892716153e+06,1.3231400701e+06
read,9,1.0872644591e+02,1.0594334507e+02,1.2892710216e+06,1.3231397962e+06
read,10,1.0872654986e+02,1.0594334197e+02,1.2892697890e+06,1.3231398349e+06
read,11,1.0872643685e+02,1.0594336700e+02,1.2892711291e+06,1.3231395222e+06
read,12,1.0872656298e+02,1.0594330502e+02,1.2892696335e+06,1.3231402964e+06
read,13,1.0872659183e+02,1.0594335103e+02,1.2892692914e+06,1.3231397217e+06
read,14,1.0872593880e+02,1.0594333100e+02,1.2892770350e+06,1.3231399718e+06
read,15,1.0872606492e+02,1.0594335794e+02,1.2892755394e+06,1.3231396354e+06
read,16,1.0872652602e+02,1.0594332600e+02,1.2892700717e+06,1.3231400344e+06
read,17,1.0872599983e+02,1.0594334221e+02,1.2892763112e+06,1.3231398319e+06
read,18,1.0872625089e+02,1.0594333506e+02,1.2892733342e+06,1.3231399212e+06
read,19,1.0872636795e+02,1.0594335222e+02,1.2892719461e+06,1.3231397068e+06
read,20,1.0872645593e+02,1.0594331098e+02,1.2892709029e+06,1.3231402220e+06
read,21,1.0872650194e+02,1.0594335413e+02,1.2892703572e+06,1.3231396830e+06
read,22,1.0872620702e+02,1.0594333196e+02,1.2892738544e+06,1.3231399599e+06
read,23,1.0872649193e+02,1.0594336200e+02,1.2892704760e+06,1.3231395847e+06
read,24,1.0872635198e+02,1.0594332790e+02,1.2892721355e+06,1.3231400105e+06
read,25,1.0872426701e+02,1.0594334316e+02,1.2892968595e+06,1.3231398200e+06
read,26,1.0872628593e+02,1.0594334102e+02,1.2892729186e+06,1.3231398468e+06
read,27,1.0872633696e+02,1.0594336510e+02,1.2892723136e+06,1.3231395460e+06
read,28,1.0872632790e+02,1.0594330502e+02,1.2892724211e+06,1.3231402964e+06
read,29,1.0872629690e+02,1.0594335198e+02,1.2892727886e+06,1.3231397098e+06
read,30,1.0872614384e+02,1.0594333100e+02,1.2892746036e+06,1.3231399718e+06
read,31,1.0872594690e+02,1.0594335818e+02,1.2892769389e+06,1.3231396324e+06
