access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,9.2190141990e+03,4.7563289042e+03,2.2369430348e+04,4.3357829148e+04
write,1,9.2190142131e+03,5.2662952120e+03,2.2369430314e+04,3.9159235800e+04
write,2,9.2190145841e+03,4.5568760550e+03,2.2369429413e+04,4.5255585956e+04
write,3,9.2190146141e+03,6.8921794422e+03,2.2369429341e+04,2.9921463556e+04
write,4,9.2190145650e+03,4.1880698762e+03,2.2369429460e+04,4.9240844135e+04
write,5,9.2190140781e+03,1.8866907971e+03,2.2369430641e+04,1.0930465995e+05
write,6,9.2190143511e+03,3.7464850769e+03,2.2369429979e+04,5.5044686357e+04
write,7,9.2190143969e+03,8.4695907211e+03,2.2369429868e+04,2.4348767584e+04
write,8,9.2190145960e+03,6.7942575169e+03,2.2369429385e+04,3.0352705279e+04
write,9,9.2190141060e+03,6.3915442050e+03,2.2369430573e+04,3.2265144289e+04
write,10,9.2190143311e+03,5.7848877101e+03,2.2369430027e+04,3.5648763871e+04
write,11,9.2190143850e+03,5.5739942212e+03,2.2369429897e+04,3.6997543918e+04
write,12,9.2190142360e+03,3.6164060411e+03,2.2369430258e+04,5.7024596700e+04
write,13,9.2190144911e+03,5.6185691369e+03,2.2369429639e+04,3.6704023921e+04
write,14,9.2190141280e+03,7.2899559011e+03,2.2369430520e+04,2.8288798835e+04
write,15,9.2190142450e+03,3.8898311400e+02,2.2369430236e+04,5.3016207793e+05
write,16,9.2190146172e+03,3.0535324230e+03,2.2369429333e+04,6.7536239159e+04
write,17,9.2190141270e+03,2.5595435331e+03,2.2369430522e+04,8.0570653843e+04
write,18,9.2190145111e+03,2.5773230159e+03,2.2369429590e+04,8.0014842814e+04
write,19,9.2190145650e+03,7.4979031010e+03,2.2369429460e+04,2.7504235947e+04
write,20,9.2190143640e+03,4.4466360061e+03,2.2369429947e+04,4.6377552765e+04
write,21,9.2190145941e+03,3.2364685690e+03,2.2369429389e+04,6.3718862581e+04
write,22,9.2190142281e+03,5.2470403039e+03,2.2369430277e+04,3.9302937285e+04
write,23,9.2190143092e+03,8.4427527170e+03,2.2369430080e+04,2.4426167971e+04
write,24,9.2190145271e+03,5.3024380021e+03,2.2369429552e+04,3.8892316311e+04
write,25,9.2190145450e+03,3.3244936650e+03,2.2369429508e+04,6.2031730778e+04
write,26,9.2190141642e+03,7.9892876000e+03,2.2369430432e+04,2.5812576330e+04
write,27,9.2190142860e+03,9.0441666250e+03,2.2369430137e+04,2.2801890384e+04
write,28,9.2190141761e+03,6.7514772742e+03,2.2369430403e+04,3.0545032979e+04
write,29,9.2190142610e+03,8.7186078281e+03,2.2369430197e+04,2.3653328612e+04
write,30,9.2190140500e+03,9.2190025649e+03,2.2369430709e+04,2.2369458577e+04
write,31,9.2190140822e+03,6.1221977580e+03,2.2369430631e+04,3.3684651191e+04
