access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,4.1585916042e+01,3.7881212950e+01,2.3242901655e+08,2.5516008637e+08
write,1,4.1589658976e+01,4.0132846832e+01,2.3240809870e+08,2.4084445363e+08
write,2,4.1587019920e+01,3.5941149950e+01,2.3242284700e+08,2.6893334191e+08
write,3,4.1585871935e+01,3.7495095015e+01,2.3242926307e+08,2.5778768034e+08
write,4,4.1589456081e+01,4.0233618021e+01,2.3240923250e+08,2.4024122223e+08
write,5,4.1586357117e+01,3.5781211853e+01,2.3242655135e+08,2.7013544448e+08
write,6,4.1584335089e+01,3.3088000059e+01,2.3243785304e+08,2.9212323352e+08
write,7,4.1584693193e+01,3.9852417946e+01,2.3243585141e+08,2.4253920003e+08
write,8,4.1587199926e+01,3.2492730856e+01,2.3242184098e+08,2.9747495250e+08
write,9,4.1584554911e+01,3.9031955957e+01,2.3243662434e+08,2.4763743786e+08
write,10,4.1584442854e+01,3.9354706049e+01,2.3243725068e+08,2.4560654972e+08
write,11,4.1589391947e+01,4.0150398016e+01,2.3240959090e+08,2.4073917185e+08
write,12,4.1588060141e+01,3.5963801861e+01,2.3241703353e+08,2.6876395342e+08
write,13,4.1589516163e+01,3.8868788958e+01,2.3240889676e+08,2.4867699322e+08
write,14,4.1588670015e+01,4.0900875807e+01,2.3241362526e+08,2.3632192165e+08
write,15,4.1589628935e+01,4.0212564945e+01,2.3240826657e+08,2.4036699925e+08
write,16,4.1588430882e+01,3.8101278067e+01,2.3241496164e+08,2.5368633438e+08
write,17,4.1588315964e+01,4.1500116825e+01,2.3241560385e+08,2.3290955080e+08
write,18,4.1586973906e+01,3.9850898027e+01,2.3242310417e+08,2.4254845051e+08
write,19,4.1586719036e+01,3.9063174963e+01,2.3242452860e+08,2.4743952782e+08
write,20,4.1587785006e+01,3.9903314114e+01,2.3241857114e+08,2.4222984438e+08
write,21,4.1586532116e+01,3.8058089018e+01,2.3242557329e+08,2.5397422250e+08
write,22,4.1585238934e+01,4.1231225967e+01,2.3243280106e+08,2.3442847845e+08
write,23,4.1584088087e+01,4.0642899036e+01,2.3243923367e+08,2.3782195161e+08
write,24,4.1584232092e+01,3.5344504833e+01,2.3243842874e+08,2.7347316404e+08
write,25,4.1584676027e+01,3.9317003012e+01,2.3243594736e+08,2.4584207411e+08
write,26,4.1585107088e+01,4.0108495951e+01,2.3243353799e+08,2.4099067639e+08
write,27,4.1584511042e+01,3.1788117886e+01,2.3243686954e+08,3.0406875936e+08
write,28,4.1588885069e+01,3.0313682079e+01,2.3241242346e+08,3.1885844625e+08
write,29,4.1589007854e+01,3.5400210857e+01,2.3241173730e+08,2.7304282471e+08
write,30,4.1588861942e+01,3.7703920841e+01,2.3241255270e+08,2.5635990508e+08
write,31,4.1589188099e+01,3.2215644836e+01,2.3241073004e+08,3.0003352772e+08
