access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,3.3993773937e+01,3.3927870989e+01,2.8433952599e+08,2.8489183925e+08
read,1,3.3993877888e+01,3.3927845001e+01,2.8433865651e+08,2.8489205747e+08
read,2,3.3993703127e+01,3.3927875042e+01,2.8434011828e+08,2.8489180522e+08
read,3,3.3993988991e+01,3.3927845955e+01,2.8433772720e+08,2.8489204946e+08
read,4,3.3993983984e+01,3.3927873135e+01,2.8433776908e+08,2.8489182124e+08
read,5,3.3993865967e+01,3.3927851915e+01,2.8433875622e+08,2.8489199941e+08
read,6,3.3993803978e+01,3.3927884102e+01,2.8433927472e+08,2.8489172914e+08
read,7,3.3993808985e+01,3.3927860022e+01,2.8433923284e+08,2.8489193135e+08
read,8,3.3993777990e+01,3.3927880049e+01,2.8433949209e+08,2.8489176318e+08
read,9,3.3993808985e+01,3.3927860022e+01,2.8433923284e+08,2.8489193135e+08
read,10,3.3993752003e+01,3.3927879095e+01,2.8433970946e+08,2.8489177119e+08
read,11,3.3993945122e+01,3.3927856922e+01,2.8433809413e+08,2.8489195737e+08
read,12,3.3993829012e+01,3.3927842140e+01,2.8433906532e+08,2.8489208150e+08
read,13,3.3993803978e+01,3.3927834988e+01,2.8433927472e+08,2.8489214156e+08
read,14,3.3993836164e+01,3.3927842855e+01,2.8433900550e+08,2.8489207549e+08
read,15,3.3993851185e+01,3.3927840948e+01,2.8433887986e+08,2.8489209151e+08
read,16,3.3993729830e+01,3.3927899122e+01,2.8433989493e+08,2.8489160302e+08
read,17,3.3993733168e+01,3.3927872896e+01,2.8433986701e+08,2.8489182324e+08
read,18,3.3993718147e+01,3.3927905083e+01,2.8433999265e+08,2.8489155297e+08
read,19,3.3993776798e+01,3.3927872896e+01,2.8433950206e+08,2.8489182324e+08
read,20,3.3993738890e+01,3.3927885056e+01,2.8433981915e+08,2.8489172114e+08
read,21,3.3993742943e+01,3.3927826166e+01,2.8433978524e+08,2.8489221563e+08
read,22,3.3993777990e+01,3.3927903175e+01,2.8433949209e+08,2.8489156899e+08
read,23,3.3993809938e+01,3.3927869081e+01,2.8433922486e+08,2.8489185527e+08
read,24,3.3993790865e+01,3.3927914858e+01,2.8433938440e+08,2.8489147089e+08
read,25,3.3993798018e+01,3.3927821159e+01,2.8433932457e+08,2.8489225767e+08
read,26,3.3993800879e+01,3.3927933931e+01,2.8433930064e+08,2.8489131073e+08
read,27,3.3993808985e+01,3.3927824974e+01,2.8433923284e+08,2.8489222564e+08
read,28,3.3993690014e+01,3.3927855015e+01,2.8434022797e+08,2.8489197339e+08
read,29,3.3993675947e+01,3.3927805901e+01,2.8434034563e+08,2.8489238580e+08
read,30,3.3993681908e+01,3.3927827120e+01,2.8434029577e+08,2.8489220762e+08
read,31,3.3993694067e+01,3.3927842140e+01,2.8434019407e+08,2.8489208150e+08
