access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,9.1397190094e-01,8.8702011108e-01,3.0401841426e+08,3.1325590539e+08
read,1,9.1397285461e-01,8.8702201843e-01,3.0401809703e+08,3.1325523180e+08
read,2,9.1397285461e-01,8.8702011108e-01,3.0401809703e+08,3.1325590539e+08
read,3,9.1397690773e-01,8.8702201843e-01,3.0401674884e+08,3.1325523180e+08
read,4,9.1397380829e-01,8.8701820374e-01,3.0401777981e+08,3.1325657899e+08
read,5,9.1397094727e-01,8.8701891899e-01,3.0401873148e+08,3.1325632639e+08
read,6,9.1395902634e-01,8.8701915741e-01,3.0402269685e+08,3.1325624219e+08
read,7,9.1397094727e-01,8.8702106476e-01,3.0401873148e+08,3.1325556860e+08
read,8,9.1396594048e-01,8.8702297211e-01,3.0402039693e+08,3.1325489501e+08
read,9,9.1398000717e-01,8.8702487946e-01,3.0401571787e+08,3.1325422143e+08
read,10,9.1396498680e-01,8.8702583313e-01,3.0402071416e+08,3.1325388464e+08
read,11,9.1396689415e-01,8.8702487946e-01,3.0402007970e+08,3.1325422143e+08
read,12,9.1398000717e-01,8.8702607155e-01,3.0401571787e+08,3.1325380044e+08
read,13,9.1396999359e-01,8.8702702522e-01,3.0401904871e+08,3.1325346365e+08
read,14,9.1397690773e-01,8.8702893257e-01,3.0401674884e+08,3.1325279007e+08
read,15,9.1398286819e-01,8.8703083992e-01,3.0401476622e+08,3.1325211649e+08
