access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,2.4823619339e+03,2.4822975030e+03,4.2213922219e+05,4.2215017931e+05
write,1,2.4823619308e+03,2.4822975068e+03,4.2213922272e+05,4.2215017867e+05
write,2,2.4825409830e+03,2.4822975051e+03,4.2210877613e+05,4.2215017895e+05
write,3,2.4823619289e+03,2.4822975552e+03,4.2213922305e+05,4.2215017043e+05
write,4,2.4823619511e+03,2.4822974541e+03,4.2213921927e+05,4.2215018763e+05
write,5,2.4823619349e+03,2.4822975030e+03,4.2213922203e+05,4.2215017931e+05
write,6,2.4823619609e+03,2.4822975841e+03,4.2213921761e+05,4.2215016553e+05
write,7,2.4823619471e+03,2.4822975581e+03,4.2213921996e+05,4.2215016995e+05
write,8,2.4823618731e+03,2.4822973599e+03,4.2213923253e+05,4.2215020364e+05
write,9,2.4823618040e+03,2.4822973580e+03,4.2213924429e+05,4.2215020397e+05
write,10,2.4826476760e+03,2.4822973568e+03,4.2209063579e+05,4.2215020417e+05
write,11,2.4823618419e+03,2.4822973869e+03,4.2213923784e+05,4.2215019906e+05
write,12,2.4823618000e+03,2.4822973571e+03,4.2213924498e+05,4.2215020413e+05
write,13,2.4823618062e+03,2.4822973561e+03,4.2213924393e+05,4.2215020429e+05
write,14,2.4823618429e+03,2.4822974279e+03,4.2213923768e+05,4.2215019209e+05
write,15,2.4823618770e+03,2.4822974319e+03,4.2213923188e+05,4.2215019140e+05
