access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.5929867029e+01,3.1190135956e+01,9.4380944445e+07,1.0872330883e+08
write,1,3.5971376896e+01,3.1159591198e+01,9.4272031727e+07,1.0882988684e+08
write,2,3.5929823160e+01,3.1195206165e+01,9.4381059681e+07,1.0870563785e+08
write,3,3.5930230141e+01,3.0967564106e+01,9.4379990630e+07,1.0950473122e+08
write,4,3.5929999828e+01,3.1148603201e+01,9.4380595608e+07,1.0886827772e+08
write,5,3.5974406004e+01,3.1207273960e+01,9.4264093857e+07,1.0866360158e+08
write,6,3.5974776983e+01,3.1162008047e+01,9.4263121786e+07,1.0882144626e+08
write,7,3.5930177927e+01,3.0248023987e+01,9.4380127783e+07,1.1210963022e+08
write,8,3.5930089951e+01,3.1422548056e+01,9.4380358877e+07,1.0791915341e+08
write,9,3.5930159092e+01,3.0967436075e+01,9.4380177258e+07,1.0950518395e+08
write,10,3.5930069923e+01,3.0930229902e+01,9.4380411483e+07,1.0963690845e+08
write,11,3.5930311918e+01,3.1180382967e+01,9.4379775820e+07,1.0875731666e+08
write,12,3.5929753065e+01,3.1256583929e+01,9.4381243808e+07,1.0849217533e+08
write,13,3.5931073904e+01,3.1202821970e+01,9.4377774320e+07,1.0867910560e+08
write,14,3.5930387020e+01,3.1319366932e+01,9.4379578547e+07,1.0827469123e+08
write,15,3.5978136063e+01,3.1177633047e+01,9.4254320960e+07,1.0876690924e+08
write,16,3.5929997921e+01,3.4576807976e+01,9.4380600618e+07,9.8074257935e+07
write,17,3.5929818869e+01,3.4856699944e+01,9.4381070954e+07,9.7286742276e+07
write,18,3.5929628134e+01,3.4726352930e+01,9.4381571982e+07,9.7651912679e+07
write,19,3.5929534912e+01,3.4558713913e+01,9.4381816862e+07,9.8125607120e+07
write,20,3.5929469824e+01,3.4498939037e+01,9.4381987840e+07,9.8295625275e+07
write,21,3.5974454880e+01,3.4510502100e+01,9.4263965787e+07,9.8262690417e+07
write,22,3.5977740049e+01,3.4534070969e+01,9.4255358434e+07,9.8195627937e+07
write,23,3.5929789066e+01,3.5039474964e+01,9.4381149239e+07,9.6779269309e+07
write,24,3.5929876089e+01,3.4401175976e+01,9.4380920646e+07,9.8574966925e+07
write,25,3.5929876804e+01,3.5101047039e+01,9.4380918768e+07,9.6609505130e+07
write,26,3.5929780006e+01,3.4657674074e+01,9.4381173038e+07,9.7845423116e+07
write,27,3.5929767847e+01,3.4638772964e+01,9.4381204978e+07,9.7898813780e+07
write,28,3.5929462910e+01,3.4727638960e+01,9.4382006002e+07,9.7648296445e+07
write,29,3.5929502964e+01,3.4594091892e+01,9.4381900785e+07,9.8025258029e+07
write,30,3.5929363012e+01,3.5242630005e+01,9.4382268420e+07,9.6221388232e+07
write,31,3.5929229975e+01,3.4818103075e+01,9.4382617896e+07,9.7394587427e+07
