rank,items,rate-Directory creation,time-Directory creation,rate-Directory stat,time-Directory stat,rate-Directory read,time-Directory read,rate-Directory rename,time-Directory rename,rate-Directory removal,time-Directory removal,rate-File creation,time-File creation,rate-File stat,time-File stat,rate-File read,time-File read,rate-File removal,time-File removal,rate-Tree creation,time-Tree creation,rate-Tree removal,time-Tree removal
all,105475,,,,,,,,,,,6.9872572415e+02,3.0190673208e+02,,,,,,,2.2469084481e+02,8.9011192322e-03,,
0,,,,,,,,,,,,3.5156937244e+02,3.0001191306e+02,,,,,,
1,,,,,,,,,,,,3.4946492701e+02,3.0181855702e+02,,,,,,
