access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,5.5151901102e+02,5.5151633310e+02,4.6299641457e+08,4.6299866268e+08
read,1,5.5151900506e+02,5.5151629186e+02,4.6299641958e+08,4.6299869730e+08
read,2,5.5151883101e+02,5.5151623297e+02,4.6299656569e+08,4.6299874674e+08
read,3,5.5151884723e+02,5.5151625609e+02,4.6299655208e+08,4.6299872733e+08
read,4,5.5151886296e+02,5.5151632190e+02,4.6299653887e+08,4.6299867209e+08
read,5,5.5151884699e+02,5.5151629996e+02,4.6299655228e+08,4.6299869050e+08
read,6,5.5151885796e+02,5.5151641989e+02,4.6299654307e+08,4.6299858982e+08
read,7,5.5151887488e+02,5.5151639605e+02,4.6299652886e+08,4.6299860984e+08
read,8,5.5151898003e+02,5.5151646304e+02,4.6299644059e+08,4.6299855360e+08
read,9,5.5151901388e+02,5.5151641798e+02,4.6299641217e+08,4.6299859142e+08
read,10,5.5151886702e+02,5.5151637292e+02,4.6299653547e+08,4.6299862925e+08
read,11,5.5151886487e+02,5.5151637793e+02,4.6299653727e+08,4.6299862505e+08
read,12,5.5151893997e+02,5.5151648593e+02,4.6299647422e+08,4.6299853438e+08
read,13,5.5151898789e+02,5.5151645899e+02,4.6299643399e+08,4.6299855700e+08
read,14,5.5151881099e+02,5.5151637506e+02,4.6299658250e+08,4.6299862745e+08
read,15,5.5151879883e+02,5.5151633906e+02,4.6299659271e+08,4.6299865767e+08
read,16,5.5151896501e+02,5.5151636386e+02,4.6299645320e+08,4.6299863686e+08
read,17,5.5151895690e+02,5.5151631999e+02,4.6299646001e+08,4.6299867369e+08
read,18,5.5151891804e+02,5.5151642299e+02,4.6299649263e+08,4.6299858722e+08
read,19,5.5151892114e+02,5.5151642895e+02,4.6299649003e+08,4.6299858222e+08
