access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.1305683494e+02,3.0484284902e+02,8.1567081813e+08,8.3764905589e+08
write,1,3.1305388808e+02,3.0498480415e+02,8.1567849624e+08,8.3725917224e+08
write,2,3.1305646896e+02,3.0546806598e+02,8.1567177167e+08,8.3593459714e+08
write,3,3.1305584788e+02,3.0350996017e+02,8.1567338990e+08,8.4132766030e+08
write,4,3.1305347395e+02,3.1273517394e+02,8.1567957528e+08,8.1650976913e+08
write,5,3.1305307794e+02,3.1292199206e+02,8.1568060712e+08,8.1602230316e+08
write,6,3.1305403495e+02,3.0411125898e+02,8.1567811357e+08,8.3966415951e+08
write,7,3.1305604005e+02,3.0930395484e+02,8.1567288921e+08,8.2556760325e+08
write,8,3.1305296206e+02,3.0902401400e+02,8.1568090903e+08,8.2631547422e+08
write,9,3.1305736089e+02,3.0342277122e+02,8.1566944776e+08,8.4156941699e+08
write,10,3.1305614305e+02,3.0656103516e+02,8.1567262085e+08,8.3295427464e+08
write,11,3.1305540800e+02,3.0486660314e+02,8.1567453603e+08,8.3758378925e+08
write,12,3.1305290008e+02,3.0089691305e+02,8.1568107055e+08,8.4863391280e+08
write,13,3.1305583000e+02,3.0651263905e+02,8.1567343649e+08,8.3308579205e+08
write,14,3.1305430508e+02,3.1117618084e+02,8.1567740974e+08,8.2060048421e+08
write,15,3.1305590796e+02,3.0165459299e+02,8.1567323336e+08,8.4650235934e+08
write,16,3.1305024099e+02,3.0009751487e+02,8.1568799903e+08,8.5089449936e+08
write,17,3.1305735111e+02,3.0319823289e+02,8.1566947323e+08,8.4219265475e+08
write,18,3.1305639195e+02,3.0480046701e+02,8.1567197232e+08,8.3776552960e+08
write,19,3.1305554509e+02,3.0209220004e+02,8.1567417883e+08,8.4527612642e+08
