access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,7.8938405204e+02,7.2902305794e+02,1.3574474392e+06,1.4698401489e+06
write,1,7.8938405704e+02,7.8335995889e+02,1.3574474306e+06,1.3678863055e+06
write,2,7.8938405609e+02,7.8716982508e+02,1.3574474322e+06,1.3612657979e+06
write,3,7.8938405609e+02,7.8729505515e+02,1.3574474322e+06,1.3610492699e+06
write,4,7.8938410401e+02,7.0819832706e+02,1.3574473498e+06,1.5130611286e+06
write,5,7.8938408589e+02,5.9570573092e+02,1.3574473810e+06,1.7987863880e+06
write,6,7.9007052803e+02,5.0854646397e+02,1.3562679811e+06,2.1070785777e+06
write,7,7.8938411784e+02,5.3292000794e+02,1.3574473261e+06,2.0107095700e+06
write,8,7.8938406110e+02,5.9847215199e+02,1.3574474236e+06,1.7904715473e+06
write,9,7.8938405704e+02,7.8935997915e+02,1.3574474306e+06,1.3574888369e+06
write,10,7.8938406396e+02,7.8870336294e+02,1.3574474187e+06,1.3586189819e+06
write,11,7.8938406396e+02,7.8931701708e+02,1.3574474187e+06,1.3575627242e+06
write,12,7.8938405490e+02,7.8935579014e+02,1.3574474343e+06,1.3574960409e+06
write,13,7.8938405895e+02,7.8937921214e+02,1.3574474273e+06,1.3574557621e+06
write,14,7.8938414192e+02,3.7511719799e+02,1.3574472847e+06,2.8565668696e+06
write,15,7.9001372504e+02,3.0003190184e+02,1.3563654985e+06,3.5714447478e+06
