access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.2525924397e+02,3.1388240886e+02,4.4917430262e+08,4.6545486449e+08
write,1,3.2525956702e+02,3.1939692998e+02,4.4917385649e+08,4.5741859225e+08
write,2,3.2525941205e+02,3.0994633508e+02,4.4917407050e+08,4.7136577383e+08
write,3,3.2526041293e+02,3.2131550503e+02,4.4917268832e+08,4.5468734560e+08
write,4,3.2526123190e+02,3.2002371216e+02,4.4917155736e+08,4.5652271544e+08
write,5,3.2526255608e+02,3.2357353306e+02,4.4916972873e+08,4.5151435193e+08
write,6,3.2526285005e+02,3.2519578481e+02,4.4916932278e+08,4.4926195512e+08
write,7,3.2526364899e+02,3.2281414294e+02,4.4916821949e+08,4.5257649726e+08
write,8,3.2526055098e+02,3.0060702491e+02,4.4917249768e+08,4.8601024585e+08
write,9,3.2525946116e+02,3.0011135697e+02,4.4917400268e+08,4.8681294688e+08
write,10,3.2526231790e+02,3.0638430095e+02,4.4917005765e+08,4.7684588808e+08
write,11,3.2525876904e+02,3.0146887112e+02,4.4917495849e+08,4.8462082848e+08
write,12,3.2525874591e+02,3.1162958598e+02,4.4917499043e+08,4.6881971627e+08
write,13,3.2526102209e+02,3.1312737107e+02,4.4917184709e+08,4.6657720652e+08
write,14,3.2526459289e+02,3.0379117107e+02,4.4916691603e+08,4.8091619504e+08
write,15,3.2526419091e+02,3.2005782795e+02,4.4916747113e+08,4.5647405350e+08
