access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,1.2628057003e+01,1.2607799053e+01,1.5481896538e+07,1.5506772528e+07
read,1,1.2627763987e+01,1.2607784033e+01,1.5482255782e+07,1.5506791002e+07
read,2,1.2627828836e+01,1.2607837200e+01,1.5482176274e+07,1.5506725610e+07
read,3,1.2627957106e+01,1.2607869864e+01,1.5482019013e+07,1.5506685437e+07
read,4,1.2627994061e+01,1.2607876062e+01,1.5481973706e+07,1.5506677813e+07
read,5,1.2627819061e+01,1.2607859135e+01,1.5482188258e+07,1.5506698632e+07
read,6,1.2627858162e+01,1.2607935905e+01,1.5482140320e+07,1.5506604211e+07
read,7,1.2628060818e+01,1.2607949018e+01,1.5481891861e+07,1.5506588083e+07
read,8,1.2628002882e+01,1.2607933044e+01,1.5481962890e+07,1.5506607730e+07
read,9,1.2627811909e+01,1.2607885122e+01,1.5482197028e+07,1.5506666670e+07
read,10,1.2627859831e+01,1.2608005047e+01,1.5482138274e+07,1.5506519174e+07
read,11,1.2628024101e+01,1.2608048916e+01,1.5481936876e+07,1.5506465220e+07
read,12,1.2628020048e+01,1.2607964039e+01,1.5481941845e+07,1.5506569609e+07
read,13,1.2627863169e+01,1.2607933998e+01,1.5482134181e+07,1.5506606557e+07
read,14,1.2628120899e+01,1.2608082056e+01,1.5481818202e+07,1.5506424461e+07
read,15,1.2627964973e+01,1.2608097076e+01,1.5482009367e+07,1.5506405988e+07
read,16,1.2627808094e+01,1.2607849121e+01,1.5482201705e+07,1.5506710948e+07
read,17,1.2627951145e+01,1.2607828140e+01,1.5482026320e+07,1.5506736753e+07
read,18,1.2627829075e+01,1.2607908964e+01,1.5482175981e+07,1.5506637346e+07
read,19,1.2627971888e+01,1.2607936144e+01,1.5482000890e+07,1.5506603917e+07
