rank,items,rate-Directory creation,time-Directory creation,rate-Directory stat,time-Directory stat,rate-Directory read,time-Directory read,rate-Directory rename,time-Directory rename,rate-Directory removal,time-Directory removal,rate-File creation,time-File creation,rate-File stat,time-File stat,rate-File read,time-File read,rate-File removal,time-File removal,rate-Tree creation,time-Tree creation,rate-Tree removal,time-Tree removal
all,3456,,,,,,,,,,,,,,,,,3.7891506559e+02,1.8241554976e+01,,,4.8006226393e+02,4.1661262512e-03
0,,,,,,,,,,,,,,,,,,1.8961510460e+02,1.8226396084e+01
1,,,,,,,,,,,,,,,,,,1.8945765661e+02,1.8241543055e+01
