access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,2.0433400583e+02,2.0429893398e+02,1.6852425371e+07,1.6855318414e+07
read,1,2.0433400393e+02,2.0429893422e+02,1.6852425528e+07,1.6855318395e+07
read,2,2.0433403397e+02,2.0429893398e+02,1.6852423050e+07,1.6855318414e+07
read,3,2.0433387613e+02,2.0429893613e+02,1.6852436068e+07,1.6855318237e+07
read,4,2.0433400989e+02,2.0429893303e+02,1.6852425036e+07,1.6855318493e+07
read,5,2.0433400583e+02,2.0429893422e+02,1.6852425371e+07,1.6855318395e+07
read,6,2.0433381677e+02,2.0429893303e+02,1.6852440964e+07,1.6855318493e+07
read,7,2.0433382082e+02,2.0429893517e+02,1.6852440630e+07,1.6855318316e+07
read,8,2.0433384085e+02,2.0429893708e+02,1.6852438978e+07,1.6855318159e+07
read,9,2.0433382297e+02,2.0429893899e+02,1.6852440453e+07,1.6855318001e+07
read,10,2.0433381701e+02,2.0429893804e+02,1.6852440944e+07,1.6855318080e+07
read,11,2.0433382678e+02,2.0429894090e+02,1.6852440138e+07,1.6855317844e+07
read,12,2.0433382583e+02,2.0429893684e+02,1.6852440217e+07,1.6855318178e+07
read,13,2.0433387494e+02,2.0429893899e+02,1.6852436166e+07,1.6855318001e+07
read,14,2.0433385181e+02,2.0429893899e+02,1.6852438073e+07,1.6855318001e+07
read,15,2.0433385491e+02,2.0429894114e+02,1.6852437818e+07,1.6855317824e+07
