access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,5.0126363039e+01,5.0123771906e+01,3.1331958626e+08,3.1333578322e+08
read,1,5.0126357079e+01,5.0123795986e+01,3.1331962351e+08,3.1333563269e+08
read,2,5.0126358032e+01,5.0123775005e+01,3.1331961755e+08,3.1333576384e+08
read,3,5.0126347065e+01,5.0123808861e+01,3.1331968611e+08,3.1333555220e+08
read,4,5.0126394987e+01,5.0123744965e+01,3.1331938656e+08,3.1333595164e+08
read,5,5.0126375914e+01,5.0123752832e+01,3.1331950578e+08,3.1333590245e+08
read,6,5.0126361132e+01,5.0123749018e+01,3.1331959818e+08,3.1333592630e+08
read,7,5.0126348972e+01,5.0123754025e+01,3.1331967418e+08,3.1333589500e+08
read,8,5.0126431942e+01,5.0123922110e+01,3.1331915557e+08,3.1333484426e+08
read,9,5.0126412153e+01,5.0123930931e+01,3.1331927927e+08,3.1333478912e+08
read,10,5.0126402140e+01,5.0123924017e+01,3.1331934186e+08,3.1333483234e+08
read,11,5.0126399040e+01,5.0123934031e+01,3.1331936123e+08,3.1333476974e+08
read,12,5.0126421928e+01,5.0123861074e+01,3.1331921816e+08,3.1333522581e+08
read,13,5.0126410961e+01,5.0123873949e+01,3.1331928672e+08,3.1333514532e+08
read,14,5.0126378059e+01,5.0123865128e+01,3.1331949237e+08,3.1333520047e+08
read,15,5.0126378059e+01,5.0123872042e+01,3.1331949237e+08,3.1333515725e+08
