access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,5.3081801796e+02,5.3081669307e+02,3.1455679791e+05,3.1455758302e+05
read,1,5.3081803799e+02,5.3081666589e+02,3.1455678604e+05,3.1455759913e+05
read,2,5.3081804705e+02,5.3081669307e+02,3.1455678067e+05,3.1455758302e+05
read,3,5.3081805110e+02,5.3081667399e+02,3.1455677827e+05,3.1455759433e+05
read,4,5.3081806993e+02,5.3081668806e+02,3.1455676711e+05,3.1455758599e+05
read,5,5.3081807017e+02,5.3081668019e+02,3.1455676696e+05,3.1455759065e+05
read,6,5.3081809998e+02,5.3081670094e+02,3.1455674930e+05,3.1455757836e+05
read,7,5.3081809902e+02,5.3081666708e+02,3.1455674987e+05,3.1455759842e+05
read,8,5.3081817198e+02,5.3081699991e+02,3.1455670664e+05,3.1455740119e+05
read,9,5.3081816888e+02,5.3081699014e+02,3.1455670847e+05,3.1455740698e+05
read,10,5.3081815505e+02,5.3081700611e+02,3.1455671667e+05,3.1455739752e+05
read,11,5.3081817579e+02,5.3081701112e+02,3.1455670438e+05,3.1455739455e+05
read,12,5.3081815815e+02,5.3081701994e+02,3.1455671483e+05,3.1455738932e+05
read,13,5.3081815600e+02,5.3081701612e+02,3.1455671610e+05,3.1455739158e+05
read,14,5.3081819510e+02,5.3081702209e+02,3.1455669293e+05,3.1455738805e+05
read,15,5.3081821609e+02,5.3081702614e+02,3.1455668050e+05,3.1455738565e+05
