access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.4419741154e+01,3.1391854048e+01,9.9435729302e+07,1.0902675767e+08
write,1,3.4420370102e+01,3.0804162025e+01,9.9433912357e+07,1.1110680632e+08
write,2,3.4642632961e+01,3.2682302952e+01,9.8795956642e+07,1.0472187560e+08
write,3,3.4419374943e+01,3.0257802010e+01,9.9436787266e+07,1.1311304314e+08
write,4,3.4419579029e+01,3.2517442942e+01,9.9436197668e+07,1.0525280448e+08
write,5,3.5298150063e+01,3.0971040964e+01,9.6961230488e+07,1.1050813784e+08
write,6,3.4419785023e+01,3.0930575132e+01,9.9435602568e+07,1.1065271335e+08
write,7,3.4644083977e+01,3.3996361971e+01,9.8791818721e+07,1.0067406821e+08
write,8,3.5296947956e+01,3.0822902918e+01,9.6964532692e+07,1.1103925134e+08
write,9,3.4419916153e+01,3.0958169937e+01,9.9435223746e+07,1.1055408220e+08
write,10,3.4418587923e+01,3.4343945980e+01,9.9439061000e+07,9.9655178412e+07
write,11,3.4419862032e+01,3.1588081121e+01,9.9435380096e+07,1.0834947684e+08
write,12,3.4419866085e+01,3.0786587000e+01,9.9435368387e+07,1.1117023345e+08
write,13,3.4420614004e+01,3.0311328173e+01,9.9433207775e+07,1.1291329910e+08
write,14,3.5297652006e+01,3.1050081015e+01,9.6962598628e+07,1.1022683201e+08
write,15,3.4419629097e+01,3.1590069056e+01,9.9436053025e+07,1.0834265851e+08
