access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,8.1427382112e+02,8.1424046898e+02,5.9311767059e+05,5.9314196530e+05
write,1,8.1427381992e+02,8.1424047303e+02,5.9311767146e+05,5.9314196235e+05
write,2,8.1427383900e+02,8.1424047089e+02,5.9311765756e+05,5.9314196391e+05
write,3,8.1427381897e+02,8.1424047995e+02,5.9311767215e+05,5.9314195731e+05
write,4,8.1427383900e+02,8.1424048400e+02,5.9311765756e+05,5.9314195436e+05
write,5,8.1427382398e+02,8.1424050283e+02,5.9311766850e+05,5.9314194064e+05
write,6,8.1427401614e+02,8.1424054909e+02,5.9311752853e+05,5.9314190695e+05
write,7,8.1427382684e+02,8.1424055600e+02,5.9311766642e+05,5.9314190191e+05
write,8,8.1427384806e+02,8.1424056196e+02,5.9311765096e+05,5.9314189757e+05
write,9,8.1427380490e+02,8.1424051309e+02,5.9311768240e+05,5.9314193317e+05
write,10,8.1427384806e+02,8.1424051905e+02,5.9311765096e+05,5.9314192883e+05
write,11,8.1427380490e+02,8.1424052787e+02,5.9311768240e+05,5.9314192241e+05
write,12,8.1427400112e+02,8.1424050188e+02,5.9311753947e+05,5.9314194134e+05
write,13,8.1427381396e+02,8.1424051690e+02,5.9311767580e+05,5.9314193039e+05
write,14,8.1427382994e+02,8.1424060893e+02,5.9311766416e+05,5.9314186335e+05
write,15,8.1427383280e+02,8.1424064183e+02,5.9311766208e+05,5.9314183939e+05
