access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,1.7817581351e+03,1.7808265052e+03,3.3110577041e+04,3.3127898663e+04
write,1,1.7817581921e+03,1.7808266442e+03,3.3110575982e+04,3.3127896077e+04
write,2,1.7817582381e+03,1.7808266821e+03,3.3110575127e+04,3.3127895372e+04
write,3,1.7817582040e+03,1.7808267591e+03,3.3110575761e+04,3.3127893939e+04
write,4,1.7817581830e+03,1.7808261900e+03,3.3110576150e+04,3.3127904526e+04
write,5,1.7817581480e+03,1.7808262281e+03,3.3110576802e+04,3.3127903817e+04
write,6,1.7817581360e+03,1.7808264132e+03,3.3110577023e+04,3.3127900375e+04
write,7,1.7817582159e+03,1.7808265572e+03,3.3110575539e+04,3.3127897696e+04
write,8,1.7817582462e+03,1.7808263762e+03,3.3110574976e+04,3.3127901062e+04
write,9,1.7817581079e+03,1.7808264570e+03,3.3110577546e+04,3.3127899559e+04
write,10,1.7817582481e+03,1.7808265960e+03,3.3110574941e+04,3.3127896973e+04
write,11,1.7817581079e+03,1.7808267181e+03,3.3110577546e+04,3.3127894702e+04
write,12,1.7817579782e+03,1.7808260782e+03,3.3110579956e+04,3.3127906606e+04
write,13,1.7817579849e+03,1.7808261290e+03,3.3110579832e+04,3.3127905662e+04
write,14,1.7817580779e+03,1.7808262732e+03,3.3110578104e+04,3.3127902978e+04
write,15,1.7817580481e+03,1.7808263152e+03,3.3110578658e+04,3.3127902198e+04
