access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,2.2057281017e+01,2.1843271971e+01,2.6746288427e+06,2.7008334685e+06
read,1,2.2057801008e+01,2.1843268871e+01,2.6745657909e+06,2.7008338517e+06
read,2,2.2057789087e+01,2.1843271971e+01,2.6745672364e+06,2.7008334685e+06
read,3,2.2057821989e+01,2.1843271017e+01,2.6745632470e+06,2.7008335864e+06
read,4,2.2057708025e+01,2.1843268871e+01,2.6745770654e+06,2.7008338517e+06
read,5,2.2057749033e+01,2.1843266964e+01,2.6745720931e+06,2.7008340876e+06
read,6,2.2057687998e+01,2.1843267918e+01,2.6745794938e+06,2.7008339696e+06
read,7,2.2057536125e+01,2.1843268871e+01,2.6745979091e+06,2.7008338517e+06
read,8,2.2057789087e+01,2.1843276024e+01,2.6745672364e+06,2.7008329673e+06
read,9,2.2057824135e+01,2.1843276024e+01,2.6745629868e+06,2.7008329673e+06
read,10,2.2057828188e+01,2.1843272924e+01,2.6745624953e+06,2.7008333506e+06
read,11,2.2057679176e+01,2.1843280077e+01,2.6745805635e+06,2.7008324662e+06
read,12,2.2057621956e+01,2.1843276978e+01,2.6745875017e+06,2.7008328494e+06
read,13,2.2057583094e+01,2.1843290091e+01,2.6745922139e+06,2.7008312281e+06
read,14,2.2057568073e+01,2.1843278885e+01,2.6745940352e+06,2.7008326136e+06
read,15,2.2057546139e+01,2.1843279123e+01,2.6745966949e+06,2.7008325841e+06
