access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,7.4600998688e+02,7.4591778398e+02,2.7675116906e+05,2.7678537828e+05
write,1,7.4600979900e+02,7.4591778517e+02,2.7675123876e+05,2.7678537783e+05
write,2,7.4600983191e+02,7.4591777682e+02,2.7675122655e+05,2.7678538093e+05
write,3,7.4600980377e+02,7.4591778207e+02,2.7675123699e+05,2.7678537898e+05
write,4,7.4600983500e+02,7.4591775894e+02,2.7675122540e+05,2.7678538756e+05
write,5,7.4600983214e+02,7.4591779900e+02,2.7675122646e+05,2.7678537270e+05
write,6,7.4600982904e+02,7.4591781497e+02,2.7675122761e+05,2.7678536677e+05
write,7,7.4600980997e+02,7.4591779399e+02,2.7675123469e+05,2.7678537456e+05
write,8,7.4600983000e+02,7.4591779280e+02,2.7675122726e+05,2.7678537500e+05
write,9,7.4600982094e+02,7.4591779590e+02,2.7675123062e+05,2.7678537385e+05
write,10,7.4600980997e+02,7.4591778779e+02,2.7675123469e+05,2.7678537686e+05
write,11,7.4600983405e+02,7.4591779304e+02,2.7675122576e+05,2.7678537491e+05
write,12,7.4600983906e+02,7.4591782689e+02,2.7675122390e+05,2.7678536235e+05
write,13,7.4600983310e+02,7.4591781998e+02,2.7675122611e+05,2.7678536492e+05
write,14,7.4600983596e+02,7.4591782999e+02,2.7675122505e+05,2.7678536120e+05
write,15,7.4600980496e+02,7.4591782999e+02,2.7675123655e+05,2.7678536120e+05
write,16,7.4600976896e+02,7.4591767192e+02,2.7675124990e+05,2.7678541986e+05
write,17,7.4600971508e+02,7.4591772103e+02,2.7675126989e+05,2.7678540163e+05
write,18,7.4600987601e+02,7.4591767001e+02,2.7675121019e+05,2.7678542056e+05
write,19,7.4600964618e+02,7.4591771698e+02,2.7675129545e+05,2.7678540314e+05
write,20,7.4600971103e+02,7.4591776395e+02,2.7675127140e+05,2.7678538571e+05
write,21,7.4600965619e+02,7.4591776204e+02,2.7675129174e+05,2.7678538641e+05
write,22,7.4600966287e+02,7.4591788888e+02,2.7675128926e+05,2.7678533935e+05
write,23,7.4600962591e+02,7.4591774583e+02,2.7675130297e+05,2.7678539243e+05
write,24,7.4600966096e+02,7.4591770387e+02,2.7675128997e+05,2.7678540800e+05
write,25,7.4600965810e+02,7.4591778398e+02,2.7675129103e+05,2.7678537828e+05
write,26,7.4600969005e+02,7.4591770291e+02,2.7675127918e+05,2.7678540835e+05
write,27,7.4600964499e+02,7.4591780806e+02,2.7675129590e+05,2.7678536934e+05
write,28,7.4600972700e+02,7.4591782713e+02,2.7675126547e+05,2.7678536226e+05
write,29,7.4600968194e+02,7.4591786098e+02,2.7675128219e+05,2.7678534970e+05
write,30,7.4600969410e+02,7.4591791606e+02,2.7675127768e+05,2.7678532926e+05
write,31,7.4600964618e+02,7.4591778994e+02,2.7675129545e+05,2.7678537606e+05
