access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,2.6682423830e+01,2.6681477070e+01,6.1073137073e+07,6.1075304180e+07
read,1,2.6682775021e+01,2.6681438923e+01,6.1072333247e+07,6.1075391500e+07
read,2,2.6682429075e+01,2.6681475163e+01,6.1073125067e+07,6.1075308546e+07
read,3,2.6682461023e+01,2.6681437969e+01,6.1073051941e+07,6.1075393683e+07
read,4,2.6682427168e+01,2.6681412935e+01,6.1073129433e+07,6.1075450987e+07
read,5,2.6682431936e+01,2.6681442976e+01,6.1073118518e+07,6.1075382222e+07
read,6,2.6682435989e+01,2.6681421041e+01,6.1073109241e+07,6.1075432432e+07
read,7,2.6682446957e+01,2.6681415796e+01,6.1073084138e+07,6.1075444438e+07
read,8,2.6682415009e+01,2.6681557894e+01,6.1073157264e+07,6.1075119170e+07
read,9,2.6682411909e+01,2.6681589127e+01,6.1073164358e+07,6.1075047677e+07
read,10,2.6682407856e+01,2.6681548834e+01,6.1073173635e+07,6.1075139908e+07
read,11,2.6682414055e+01,2.6681581020e+01,6.1073159447e+07,6.1075066232e+07
read,12,2.6682413101e+01,2.6681520939e+01,6.1073161630e+07,6.1075203761e+07
read,13,2.6682404995e+01,2.6681553125e+01,6.1073180184e+07,6.1075130085e+07
read,14,2.6682410002e+01,2.6681564093e+01,6.1073168724e+07,6.1075104980e+07
read,15,2.6682749033e+01,2.6681550026e+01,6.1072392728e+07,6.1075137180e+07
