access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,4.2746429610e+02,3.6365044379e+02,1.4844661811e+07,1.7449622351e+07
write,1,4.2746429610e+02,3.5314070201e+02,1.4844661811e+07,1.7968936676e+07
write,2,4.2746428394e+02,4.2746059489e+02,1.4844662233e+07,1.4844790345e+07
write,3,4.2746429014e+02,3.1405219579e+02,1.4844662018e+07,2.0205440360e+07
write,4,4.2746453905e+02,3.6713349295e+02,1.4844653374e+07,1.7284075231e+07
write,5,4.2746428204e+02,4.2746059585e+02,1.4844662300e+07,1.4844790312e+07
write,6,4.2746429300e+02,3.1797663283e+02,1.4844661919e+07,1.9956066757e+07
write,7,4.2746429515e+02,4.2746060014e+02,1.4844661844e+07,1.4844790163e+07
write,8,4.2746429896e+02,3.3725491285e+02,1.4844661712e+07,1.8815331283e+07
write,9,4.2746429396e+02,3.0219848084e+02,1.4844661886e+07,2.0997997390e+07
write,10,4.2746429896e+02,3.0676745796e+02,1.4844661712e+07,2.0685254408e+07
write,11,4.2746428299e+02,4.2746063781e+02,1.4844662267e+07,1.4844788855e+07
write,12,4.2746428013e+02,3.3186322093e+02,1.4844662366e+07,1.9121018877e+07
write,13,4.2746427917e+02,4.2746060300e+02,1.4844662399e+07,1.4844790064e+07
write,14,4.2746428108e+02,3.5185789990e+02,1.4844662333e+07,1.8034447752e+07
write,15,4.2746427798e+02,4.2746066213e+02,1.4844662440e+07,1.4844788010e+07
