access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,6.5299743891e+01,6.5298530817e+01,9.7175923425e+07,9.7177728696e+07
read,1,6.5299742937e+01,6.5298529863e+01,9.7175924844e+07,9.7177730115e+07
read,2,6.5299743891e+01,6.5298530817e+01,9.7175923425e+07,9.7177728696e+07
read,3,6.5299742937e+01,6.5298532009e+01,9.7175924844e+07,9.7177726922e+07
read,4,6.5299742937e+01,6.5298529863e+01,9.7175924844e+07,9.7177730115e+07
read,5,6.5299742937e+01,6.5298531055e+01,9.7175924844e+07,9.7177728341e+07
read,6,6.5299736977e+01,6.5298529863e+01,9.7175933714e+07,9.7177730115e+07
read,7,6.5299738884e+01,6.5298532963e+01,9.7175930876e+07,9.7177725503e+07
read,8,6.5299736977e+01,6.5298532963e+01,9.7175933714e+07,9.7177725503e+07
read,9,6.5299737930e+01,6.5298533916e+01,9.7175932295e+07,9.7177724084e+07
read,10,6.5299741983e+01,6.5298533916e+01,9.7175926263e+07,9.7177724084e+07
read,11,6.5299740791e+01,6.5298534870e+01,9.7175928037e+07,9.7177722664e+07
read,12,6.5299748898e+01,6.5298537016e+01,9.7175915974e+07,9.7177719471e+07
read,13,6.5299748898e+01,6.5298538923e+01,9.7175915974e+07,9.7177716632e+07
read,14,6.5299751043e+01,6.5298539877e+01,9.7175912781e+07,9.7177715213e+07
read,15,6.5300004005e+01,6.5298544168e+01,9.7175536336e+07,9.7177708827e+07
