access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.2696221209e+02,3.1995805383e+02,2.0588459326e+08,2.1039158491e+08
write,1,3.2696229982e+02,3.2102107692e+02,2.0588453802e+08,2.0969489821e+08
write,2,3.2696212292e+02,3.1939907408e+02,2.0588464941e+08,2.1075979084e+08
write,3,3.2696210718e+02,3.2253946209e+02,2.0588465932e+08,2.0870773955e+08
write,4,3.2696214294e+02,3.2087480521e+02,2.0588463680e+08,2.0979048824e+08
write,5,3.2696208906e+02,3.2259401107e+02,2.0588467073e+08,2.0867244815e+08
write,6,3.2696208596e+02,3.2257421207e+02,2.0588467268e+08,2.0868525607e+08
write,7,3.2696243095e+02,3.2251849699e+02,2.0588445545e+08,2.0872130646e+08
write,8,3.2696217418e+02,3.2215578580e+02,2.0588461713e+08,2.0895630318e+08
write,9,3.2696176815e+02,3.2695232201e+02,2.0588487281e+08,2.0589082113e+08
write,10,3.2696184111e+02,3.2629648399e+02,2.0588482687e+08,2.0630465037e+08
write,11,3.2696188712e+02,3.2141483688e+02,2.0588479789e+08,2.0943800448e+08
write,12,3.2696187997e+02,3.2176938510e+02,2.0588480239e+08,2.0920723091e+08
write,13,3.2696187496e+02,3.2662622380e+02,2.0588480555e+08,2.0609637911e+08
write,14,3.2696188807e+02,3.2596174407e+02,2.0588479729e+08,2.0651651083e+08
write,15,3.2696193504e+02,3.2564342189e+02,2.0588476771e+08,2.0671838435e+08
