access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,4.9941406012e+01,4.9863451004e+01,1.9891728762e+08,1.9922826888e+08
read,1,4.9941659212e+01,4.9863543034e+01,1.9891627913e+08,1.9922790118e+08
read,2,4.9941285849e+01,4.9863358021e+01,1.9891776624e+08,1.9922864039e+08
read,3,4.9941282988e+01,4.9863502026e+01,1.9891777763e+08,1.9922806503e+08
read,4,4.9941353798e+01,4.9863298893e+01,1.9891749559e+08,1.9922887664e+08
read,5,4.9941342115e+01,4.9863498211e+01,1.9891754212e+08,1.9922808027e+08
read,6,4.9941395044e+01,4.9863360882e+01,1.9891733131e+08,1.9922862896e+08
read,7,4.9941198111e+01,4.9863549948e+01,1.9891811570e+08,1.9922787356e+08
read,8,4.9941344976e+01,4.9863461018e+01,1.9891753073e+08,1.9922822887e+08
read,9,4.9941326141e+01,4.9863549948e+01,1.9891760575e+08,1.9922787356e+08
read,10,4.9941192150e+01,4.9863431931e+01,1.9891813944e+08,1.9922834509e+08
read,11,4.9941154003e+01,4.9863555908e+01,1.9891829138e+08,1.9922784974e+08
read,12,4.9941138983e+01,4.9863440990e+01,1.9891835121e+08,1.9922830889e+08
read,13,4.9941079140e+01,4.9863534212e+01,1.9891858957e+08,1.9922793643e+08
read,14,4.9941201925e+01,4.9863419056e+01,1.9891810051e+08,1.9922839653e+08
read,15,4.9941162109e+01,4.9863581181e+01,1.9891825910e+08,1.9922774877e+08
read,16,4.9941205978e+01,4.9863734007e+01,1.9891808436e+08,1.9922713816e+08
read,17,4.9941360950e+01,4.9863827944e+01,1.9891746710e+08,1.9922676284e+08
read,18,4.9941310883e+01,4.9863581896e+01,1.9891766653e+08,1.9922774591e+08
read,19,4.9941430092e+01,4.9863808155e+01,1.9891719171e+08,1.9922684190e+08
read,20,4.9941137075e+01,4.9863708973e+01,1.9891835881e+08,1.9922723818e+08
read,21,4.9941441059e+01,4.9863663912e+01,1.9891714803e+08,1.9922741822e+08
read,22,4.9941060066e+01,4.9863677025e+01,1.9891866554e+08,1.9922736582e+08
read,23,4.9941092014e+01,4.9863731146e+01,1.9891853829e+08,1.9922714959e+08
read,24,4.9941454172e+01,4.9863708019e+01,1.9891709580e+08,1.9922724199e+08
read,25,4.9941298962e+01,4.9863861799e+01,1.9891771401e+08,1.9922662757e+08
read,26,4.9941083908e+01,4.9863679171e+01,1.9891857058e+08,1.9922735725e+08
read,27,4.9941309929e+01,4.9863813162e+01,1.9891767032e+08,1.9922682190e+08
read,28,4.9941365957e+01,4.9863737106e+01,1.9891744716e+08,1.9922712577e+08
read,29,4.9941347122e+01,4.9863826036e+01,1.9891752218e+08,1.9922677046e+08
read,30,4.9941440105e+01,4.9863706112e+01,1.9891715183e+08,1.9922724961e+08
read,31,4.9941118956e+01,4.9863880157e+01,1.9891843098e+08,1.9922655422e+08
read,32,4.9941605806e+01,4.9863859892e+01,1.9891649184e+08,1.9922663519e+08
read,33,4.9941809893e+01,4.9863924980e+01,1.9891567897e+08,1.9922637514e+08
read,34,4.9941521883e+01,4.9863605976e+01,1.9891682611e+08,1.9922764970e+08
read,35,4.9941457033e+01,4.9863875866e+01,1.9891708441e+08,1.9922657137e+08
read,36,4.9941581011e+01,4.9863778114e+01,1.9891659060e+08,1.9922696193e+08
read,37,4.9941519022e+01,4.9863707781e+01,1.9891683750e+08,1.9922724294e+08
read,38,4.9941530943e+01,4.9863711119e+01,1.9891679002e+08,1.9922722960e+08
