access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,1.1412779093e+01,1.1385593891e+01,1.1639987677e+07,1.1667780291e+07
read,1,1.1412764072e+01,1.1385596037e+01,1.1640002996e+07,1.1667778092e+07
read,2,1.1412793875e+01,1.1385596991e+01,1.1639972601e+07,1.1667777114e+07
read,3,1.1412775040e+01,1.1385582924e+01,1.1639991811e+07,1.1667791530e+07
read,4,1.1412797928e+01,1.1385558128e+01,1.1639968467e+07,1.1667816940e+07
read,5,1.1412775040e+01,1.1385535955e+01,1.1639991811e+07,1.1667839663e+07
read,6,1.1412797928e+01,1.1385584116e+01,1.1639968467e+07,1.1667790308e+07
read,7,1.1412759066e+01,1.1385567904e+01,1.1640008103e+07,1.1667806922e+07
read,8,1.1412856102e+01,1.1385673046e+01,1.1639909135e+07,1.1667699174e+07
read,9,1.1412845135e+01,1.1385674000e+01,1.1639920321e+07,1.1667698197e+07
read,10,1.1412851095e+01,1.1385674953e+01,1.1639914242e+07,1.1667697220e+07
read,11,1.1412811041e+01,1.1385674000e+01,1.1639955093e+07,1.1667698197e+07
read,12,1.1412873983e+01,1.1385702133e+01,1.1639890898e+07,1.1667669367e+07
read,13,1.1412812948e+01,1.1385712862e+01,1.1639953148e+07,1.1667658372e+07
read,14,1.1412847042e+01,1.1385710955e+01,1.1639918375e+07,1.1667660327e+07
read,15,1.1412845135e+01,1.1385715008e+01,1.1639920321e+07,1.1667656173e+07
