access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,9.3325721025e+01,9.3279153109e+01,1.4234511830e+06,1.4241618151e+06
write,1,9.3325690985e+01,9.3279152155e+01,1.4234516412e+06,1.4241618296e+06
write,2,9.3325720787e+01,9.3279153109e+01,1.4234511867e+06,1.4241618151e+06
write,3,9.3325726986e+01,9.3279150009e+01,1.4234510921e+06,1.4241618624e+06
write,4,9.3376418829e+01,9.3279155970e+01,1.4226783343e+06,1.4241617714e+06
write,5,9.3325706959e+01,9.3279154062e+01,1.4234513976e+06,1.4241618005e+06
write,6,9.3325747967e+01,9.3279189825e+01,1.4234507721e+06,1.4241612545e+06
write,7,9.3325747013e+01,9.3279180050e+01,1.4234507866e+06,1.4241614037e+06
write,8,9.3325718164e+01,9.3279176950e+01,1.4234512267e+06,1.4241614511e+06
write,9,9.3325677872e+01,9.3279217005e+01,1.4234518412e+06,1.4241608395e+06
write,10,9.3325706005e+01,9.3279170990e+01,1.4234514121e+06,1.4241615421e+06
write,11,9.3325696945e+01,9.3279159069e+01,1.4234515503e+06,1.4241617241e+06
write,12,9.3374705076e+01,9.3279169083e+01,1.4227044454e+06,1.4241615712e+06
write,13,9.3325697184e+01,9.3279165030e+01,1.4234515467e+06,1.4241616331e+06
write,14,9.3325712919e+01,9.3279173851e+01,1.4234513067e+06,1.4241614984e+06
write,15,9.3325694084e+01,9.3279211998e+01,1.4234515939e+06,1.4241609160e+06
