access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,3.3685737205e+02,3.3685320807e+02,1.0335181368e+08,1.0335309125e+08
read,1,3.3685738897e+02,3.3685327005e+02,1.0335180849e+08,1.0335307223e+08
read,2,3.3685739398e+02,3.3685322309e+02,1.0335180695e+08,1.0335308664e+08
read,3,3.3685751605e+02,3.3685322094e+02,1.0335176950e+08,1.0335308730e+08
read,4,3.3685740685e+02,3.3685321712e+02,1.0335180300e+08,1.0335308847e+08
read,5,3.3685734797e+02,3.3685321093e+02,1.0335182107e+08,1.0335309038e+08
read,6,3.3685735607e+02,3.3685322905e+02,1.0335181858e+08,1.0335308482e+08
read,7,3.3685751486e+02,3.3685324287e+02,1.0335176986e+08,1.0335308057e+08
read,8,3.3685744500e+02,3.3685319805e+02,1.0335179130e+08,1.0335309433e+08
read,9,3.3685737896e+02,3.3685323787e+02,1.0335181156e+08,1.0335308211e+08
read,10,3.3685749102e+02,3.3685323095e+02,1.0335177718e+08,1.0335308423e+08
read,11,3.3685741401e+02,3.3685324502e+02,1.0335180080e+08,1.0335307991e+08
read,12,3.3685744119e+02,3.3685322309e+02,1.0335179247e+08,1.0335308664e+08
read,13,3.3685745692e+02,3.3685328293e+02,1.0335178764e+08,1.0335306828e+08
read,14,3.3685750699e+02,3.3685319090e+02,1.0335177228e+08,1.0335309652e+08
read,15,3.3685750890e+02,3.3685327101e+02,1.0335177169e+08,1.0335307194e+08
read,16,3.3685773802e+02,3.3685350084e+02,1.0335170139e+08,1.0335300142e+08
read,17,3.3685773706e+02,3.3685353684e+02,1.0335170169e+08,1.0335299038e+08
read,18,3.3685773802e+02,3.3685354590e+02,1.0335170139e+08,1.0335298760e+08
read,19,3.3685774398e+02,3.3685354304e+02,1.0335169957e+08,1.0335298848e+08
read,20,3.3685772705e+02,3.3685353804e+02,1.0335170476e+08,1.0335299001e+08
read,21,3.3685771203e+02,3.3685360909e+02,1.0335170937e+08,1.0335296821e+08
read,22,3.3685763097e+02,3.3685356617e+02,1.0335173424e+08,1.0335298138e+08
read,23,3.3685774708e+02,3.3685362101e+02,1.0335169861e+08,1.0335296455e+08
read,24,3.3685766697e+02,3.3685361004e+02,1.0335172319e+08,1.0335296792e+08
read,25,3.3685772204e+02,3.3685359287e+02,1.0335170630e+08,1.0335297319e+08
read,26,3.3685761595e+02,3.3685356617e+02,1.0335173885e+08,1.0335298138e+08
read,27,3.3685770082e+02,3.3685361409e+02,1.0335171281e+08,1.0335296668e+08
read,28,3.3685772681e+02,3.3685349202e+02,1.0335170483e+08,1.0335300413e+08
read,29,3.3685773492e+02,3.3685356998e+02,1.0335170235e+08,1.0335298021e+08
read,30,3.3685772705e+02,3.3685356188e+02,1.0335170476e+08,1.0335298270e+08
read,31,3.3685772800e+02,3.3685353589e+02,1.0335170447e+08,1.0335299067e+08
