access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.8350582409e+02,3.2248544216e+02,9.0780421483e+07,1.0795780460e+08
write,1,3.8350584197e+02,3.2423045516e+02,9.0780417250e+07,1.0737677414e+08
write,2,3.8350584388e+02,3.2190966892e+02,9.0780416799e+07,1.0815089981e+08
write,3,3.8350585794e+02,3.2365279794e+02,9.0780413469e+07,1.0756842077e+08
write,4,3.8350586390e+02,3.2054931498e+02,9.0780412058e+07,1.0860987288e+08
write,5,3.8350583982e+02,3.1998276305e+02,9.0780417758e+07,1.0880217428e+08
write,6,3.8350586104e+02,3.1948739004e+02,9.0780412735e+07,1.0897087471e+08
write,7,3.8350586700e+02,3.2464206004e+02,9.0780411324e+07,1.0724063403e+08
write,8,3.8350583696e+02,3.1808791304e+02,9.0780418435e+07,1.0945030894e+08
write,9,3.8350587511e+02,3.1533403111e+02,9.0780409406e+07,1.1040616273e+08
write,10,3.8350589991e+02,3.2305004501e+02,9.0780403536e+07,1.0776912398e+08
write,11,3.8350598502e+02,3.2134575391e+02,9.0780383388e+07,1.0834068890e+08
write,12,3.8350589609e+02,3.1376458597e+02,9.0780404439e+07,1.1095841248e+08
write,13,3.8350595689e+02,3.1129953194e+02,9.0780390048e+07,1.1183704690e+08
write,14,3.8350584388e+02,3.1847778392e+02,9.0780416799e+07,1.0931632318e+08
write,15,3.8350598884e+02,3.1252111101e+02,9.0780382485e+07,1.1139989948e+08
write,16,3.8350515819e+02,3.7749816608e+02,9.0780579111e+07,9.2225137709e+07
write,17,3.8350529695e+02,3.7651378894e+02,9.0780546264e+07,9.2466255884e+07
write,18,3.8350531888e+02,3.7585064292e+02,9.0780541072e+07,9.2629402152e+07
write,19,3.8350560188e+02,3.7994351006e+02,9.0780474082e+07,9.1631570038e+07
write,20,3.8350529313e+02,3.8302528405e+02,9.0780547167e+07,9.0894313774e+07
write,21,3.8350526118e+02,3.8177915597e+02,9.0780554730e+07,9.1190993033e+07
write,22,3.8350533485e+02,3.8239232612e+02,9.0780537291e+07,9.1044767309e+07
write,23,3.8350559211e+02,3.7673571491e+02,9.0780476396e+07,9.2411786231e+07
write,24,3.8350535297e+02,3.8116573596e+02,9.0780533002e+07,9.1337749088e+07
write,25,3.8350553703e+02,3.7494596410e+02,9.0780489433e+07,9.2852900646e+07
write,26,3.8350533199e+02,3.7701688623e+02,9.0780537968e+07,9.2342867450e+07
write,27,3.8350522590e+02,3.8348552394e+02,9.0780563083e+07,9.0785227026e+07
write,28,3.8350536513e+02,3.7869184804e+02,9.0780530123e+07,9.1934433055e+07
write,29,3.8350529909e+02,3.7931834006e+02,9.0780545756e+07,9.1782591757e+07
write,30,3.8350557804e+02,3.7758715796e+02,9.0780479726e+07,9.2203401566e+07
write,31,3.8350535107e+02,3.8055548406e+02,9.0780533453e+07,9.1484216653e+07
