access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,3.2325139594e+02,3.1322841501e+02,8.5157303256e+07,8.7882247691e+07
read,1,3.2325143003e+02,3.1322842193e+02,8.5157294274e+07,8.7882245751e+07
read,2,3.2325143790e+02,3.1322826195e+02,8.5157292201e+07,8.7882290636e+07
read,3,3.2325140095e+02,3.1322842288e+02,8.5157301937e+07,8.7882245484e+07
read,4,3.2325140309e+02,3.1322827888e+02,8.5157301372e+07,8.7882285887e+07
read,5,3.2325142312e+02,3.1322842312e+02,8.5157296096e+07,8.7882245417e+07
read,6,3.2325138402e+02,3.1322842002e+02,8.5157306396e+07,8.7882246286e+07
read,7,3.2325157499e+02,3.1322842598e+02,8.5157256086e+07,8.7882244614e+07
read,8,3.2325138903e+02,3.1322842002e+02,8.5157305077e+07,8.7882246286e+07
read,9,3.2325141597e+02,3.1322842908e+02,8.5157297980e+07,8.7882243744e+07
read,10,3.2325137806e+02,3.1322842598e+02,8.5157307967e+07,8.7882244614e+07
read,11,3.2325141907e+02,3.1322843194e+02,8.5157297163e+07,8.7882242942e+07
read,12,3.2325137997e+02,3.1322843194e+02,8.5157307464e+07,8.7882242942e+07
read,13,3.2325141096e+02,3.1322844410e+02,8.5157299299e+07,8.7882239530e+07
read,14,3.2325137591e+02,3.1322844005e+02,8.5157308532e+07,8.7882240667e+07
read,15,3.2325143409e+02,3.1322844601e+02,8.5157293206e+07,8.7882238995e+07
