access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,4.7657186985e+01,4.4344205141e+01,3.3438213642e+06,3.5936402399e+06
read,1,4.7657228947e+01,4.4344192028e+01,3.3438184200e+06,3.5936413025e+06
read,2,4.7657104015e+01,4.4344201088e+01,3.3438271857e+06,3.5936405683e+06
read,3,4.7657088995e+01,4.4344197989e+01,3.3438282396e+06,3.5936408195e+06
read,4,4.7657149076e+01,4.4344199181e+01,3.3438240241e+06,3.5936407229e+06
read,5,4.7657263041e+01,4.4344191074e+01,3.3438160279e+06,3.5936413798e+06
read,6,4.7656854868e+01,4.4344199181e+01,3.3438446671e+06,3.5936407229e+06
read,7,4.7657285929e+01,4.4344200850e+01,3.3438144220e+06,3.5936405877e+06
read,8,4.7656796932e+01,4.4344221115e+01,3.3438487321e+06,3.5936389453e+06
read,9,4.7656980991e+01,4.4344213009e+01,3.3438358177e+06,3.5936396023e+06
read,10,4.7656831026e+01,4.4344221115e+01,3.3438463399e+06,3.5936389453e+06
read,11,4.7656960964e+01,4.4344217062e+01,3.3438372228e+06,3.5936392738e+06
read,12,4.7656720877e+01,4.4344202042e+01,3.3438540686e+06,3.5936404910e+06
read,13,4.7656764030e+01,4.4344195843e+01,3.3438510407e+06,3.5936409934e+06
read,14,4.7656773090e+01,4.4344202995e+01,3.3438504050e+06,3.5936404138e+06
read,15,4.7656733036e+01,4.4344197989e+01,3.3438532154e+06,3.5936408195e+06
