access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.2795298696e+02,3.0838069391e+02,2.3921830960e+08,2.5440100732e+08
write,1,3.2796925783e+02,3.1894985104e+02,2.3920644175e+08,2.4597082868e+08
write,2,3.2796107697e+02,3.1710912919e+02,2.3921240865e+08,2.4739861438e+08
write,3,3.2795466900e+02,3.1398957300e+02,2.3921708268e+08,2.4985657459e+08
write,4,3.2796575403e+02,3.0741890693e+02,2.3920899729e+08,2.5519692316e+08
write,5,3.2796725702e+02,3.1726432419e+02,2.3920790106e+08,2.4727759533e+08
write,6,3.2794370413e+02,3.1699231195e+02,2.3922508095e+08,2.4748978511e+08
write,7,3.2796803498e+02,3.1708638906e+02,2.3920733364e+08,2.4741635678e+08
write,8,3.2796454310e+02,3.1732868600e+02,2.3920988051e+08,2.4722744154e+08
write,9,3.2794982696e+02,3.2169443083e+02,2.3922061462e+08,2.4387229510e+08
write,10,3.2796340013e+02,3.0012869596e+02,2.3921071418e+08,2.6139572864e+08
write,11,3.2794016695e+02,3.1306067491e+02,2.3922766125e+08,2.5059793662e+08
write,12,3.2796111608e+02,3.0540381002e+02,2.3921238013e+08,2.5688074802e+08
write,13,3.2794939709e+02,3.1257677388e+02,2.3922092818e+08,2.5098588802e+08
write,14,3.2793918490e+02,3.1057057786e+02,2.3922837764e+08,2.5260718420e+08
write,15,3.2794949603e+02,3.1913572097e+02,2.3922085601e+08,2.4582757120e+08
write,16,3.2796155500e+02,3.2403249002e+02,2.3921205998e+08,2.4211263248e+08
write,17,3.2795737791e+02,3.2400651288e+02,2.3921510676e+08,2.4213204380e+08
write,18,3.2794885302e+02,3.2783748889e+02,2.3922132505e+08,2.3930258688e+08
write,19,3.2794393206e+02,3.2400545192e+02,2.3922491469e+08,2.4213283667e+08
write,20,3.2796777511e+02,3.1688976789e+02,2.3920752319e+08,2.4756987167e+08
write,21,3.2795331693e+02,3.2407069206e+02,2.3921806891e+08,2.4208409180e+08
write,22,3.2793279600e+02,3.0583412695e+02,2.3923303837e+08,2.5651930983e+08
write,23,3.2794570398e+02,3.1947238207e+02,2.3922362213e+08,2.4556851725e+08
write,24,3.2796850991e+02,3.2244390416e+02,2.3920698725e+08,2.4330544990e+08
write,25,3.2795436716e+02,3.0919492888e+02,2.3921730284e+08,2.5373106684e+08
write,26,3.2795581603e+02,3.1245100880e+02,2.3921624601e+08,2.5108691270e+08
write,27,3.2795012903e+02,3.2734990501e+02,2.3922039427e+08,2.3965902530e+08
write,28,3.2796487403e+02,3.1303435588e+02,2.3920963914e+08,2.5061900617e+08
write,29,3.2796650386e+02,3.2095639896e+02,2.3920845039e+08,2.4443307384e+08
write,30,3.2796176696e+02,3.1817613101e+02,2.3921190539e+08,2.4656896455e+08
write,31,3.2796544480e+02,3.1840968418e+02,2.3920922283e+08,2.4638810647e+08
