access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.3611210608e+02,3.2933402205e+02,2.4698831258e+08,2.5207162444e+08
write,1,3.3610388207e+02,3.0999168301e+02,2.4699435605e+08,2.6779996520e+08
write,2,3.3609822488e+02,3.2986846113e+02,2.4699851346e+08,2.5166322853e+08
write,3,3.3611100316e+02,3.3345182490e+02,2.4698912306e+08,2.4895878721e+08
write,4,3.3609641004e+02,3.1834355903e+02,2.4699984719e+08,2.6077412144e+08
write,5,3.3611147785e+02,3.2557307792e+02,2.4698877423e+08,2.5498349695e+08
write,6,3.3609924006e+02,3.3256149912e+02,2.4699776740e+08,2.4962529379e+08
write,7,3.3610507298e+02,3.2384476113e+02,2.4699348089e+08,2.5634431025e+08
write,8,3.3609803200e+02,3.1444569588e+02,2.4699865520e+08,2.6400667272e+08
write,9,3.3609715104e+02,3.1561113620e+02,2.4699930262e+08,2.6303178944e+08
write,10,3.3610054088e+02,3.2632250404e+02,2.4699681144e+08,2.5439790665e+08
write,11,3.3611164594e+02,3.3217075491e+02,2.4698865072e+08,2.4991893685e+08
write,12,3.3610645819e+02,3.3216943097e+02,2.4699246295e+08,2.4991993296e+08
write,13,3.3610980392e+02,3.3201648378e+02,2.4699000432e+08,2.5003506143e+08
write,14,3.3611214709e+02,3.2658579898e+02,2.4698828245e+08,2.5419280991e+08
write,15,3.3652813196e+02,3.3353802800e+02,2.4668297844e+08,2.4889444366e+08
write,16,3.3609926200e+02,3.2938022614e+02,2.4699775128e+08,2.5203626488e+08
write,17,3.3610232711e+02,3.3523262715e+02,2.4699549876e+08,2.4763628357e+08
write,18,3.3610357404e+02,3.3145954299e+02,2.4699458242e+08,2.5045518729e+08
write,19,3.3611025596e+02,3.0956476212e+02,2.4698967214e+08,2.6816928824e+08
write,20,3.3611137795e+02,3.2442863607e+02,2.4698884764e+08,2.5588296682e+08
write,21,3.3610833097e+02,3.1054896498e+02,2.4699108672e+08,2.6731939656e+08
write,22,3.3609806800e+02,3.0437256217e+02,2.4699862875e+08,2.7274390743e+08
write,23,3.3610524487e+02,3.3550730515e+02,2.4699335457e+08,2.4743354510e+08
write,24,3.3609712982e+02,3.2112981510e+02,2.4699931822e+08,2.5851153651e+08
write,25,3.3609792995e+02,3.3540032887e+02,2.4699873020e+08,2.4751246428e+08
write,26,3.3611179614e+02,3.1601010704e+02,2.4698854034e+08,2.6269970507e+08
write,27,3.3611134291e+02,3.2890166807e+02,2.4698887340e+08,2.5240298235e+08
write,28,3.3609865689e+02,3.1898127818e+02,2.4699819597e+08,2.6025277218e+08
write,29,3.3609705114e+02,3.3602051115e+02,2.4699937604e+08,2.4705563847e+08
write,30,3.3611070991e+02,3.0016420817e+02,2.4698933855e+08,2.7656782408e+08
write,31,3.3611013412e+02,3.3131917119e+02,2.4698976166e+08,2.5056129901e+08
