access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,3.3647294044e+01,3.3646390915e+01,6.5577591740e+07,6.5579351960e+07
read,1,3.3647297859e+01,3.3646378994e+01,6.5577584305e+07,6.5579375195e+07
read,2,3.3647357941e+01,3.3646389961e+01,6.5577467208e+07,6.5579353819e+07
read,3,3.3647319078e+01,3.3646383047e+01,6.5577542949e+07,6.5579367295e+07
read,4,3.3647342920e+01,3.3646338940e+01,6.5577496482e+07,6.5579453264e+07
read,5,3.3647337198e+01,3.3646337986e+01,6.5577507635e+07,6.5579455123e+07
read,6,3.3647769928e+01,3.3646342993e+01,6.5576664270e+07,6.5579445364e+07
read,7,3.3647316933e+01,3.3646337986e+01,6.5577547131e+07,6.5579455123e+07
read,8,3.3647318840e+01,3.3646410942e+01,6.5577543414e+07,6.5579312926e+07
read,9,3.3647878170e+01,3.3646378040e+01,6.5576453316e+07,6.5579377054e+07
read,10,3.3647361994e+01,3.3646399021e+01,6.5577459309e+07,6.5579336161e+07
read,11,3.3647382975e+01,3.3646373034e+01,6.5577418418e+07,6.5579386812e+07
read,12,3.3647355080e+01,3.3646363974e+01,6.5577472784e+07,6.5579404471e+07
read,13,3.3647418022e+01,3.3646349907e+01,6.5577350112e+07,6.5579431888e+07
read,14,3.3647403955e+01,3.3646363020e+01,6.5577377527e+07,6.5579406330e+07
read,15,3.3647386074e+01,3.3646367073e+01,6.5577412377e+07,6.5579398430e+07
