access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.6912345219e+02,3.6904234505e+02,7.0475682447e+05,7.0491171404e+05
write,1,3.6912344599e+02,3.6904234505e+02,7.0475683630e+05,7.0491171404e+05
write,2,3.6912346315e+02,3.6904236007e+02,7.0475680353e+05,7.0491168535e+05
write,3,3.6912345409e+02,3.6904234695e+02,7.0475682083e+05,7.0491171040e+05
write,4,3.6912345695e+02,3.6904234505e+02,7.0475681536e+05,7.0491171404e+05
write,5,3.6912341595e+02,3.6904234791e+02,7.0475689366e+05,7.0491170857e+05
write,6,3.6912348485e+02,3.6904237413e+02,7.0475676211e+05,7.0491165848e+05
write,7,3.6912344718e+02,3.6904237199e+02,7.0475683403e+05,7.0491166258e+05
write,8,3.6940849400e+02,3.6904237700e+02,7.0421302225e+05,7.0491165301e+05
write,9,3.6912344503e+02,3.6904237509e+02,7.0475683813e+05,7.0491165666e+05
write,10,3.6912346196e+02,3.6904237390e+02,7.0475680581e+05,7.0491165893e+05
write,11,3.6912344599e+02,3.6904237413e+02,7.0475683630e+05,7.0491165848e+05
write,12,3.6912345695e+02,3.6904235291e+02,7.0475681536e+05,7.0491169901e+05
write,13,3.6912345815e+02,3.6904235816e+02,7.0475681309e+05,7.0491168899e+05
write,14,3.6912345910e+02,3.6904234910e+02,7.0475681127e+05,7.0491170630e+05
write,15,3.6912347293e+02,3.6904236317e+02,7.0475678487e+05,7.0491167943e+05
write,16,3.6912358212e+02,3.6904253292e+02,7.0475657638e+05,7.0491135518e+05
write,17,3.6912364292e+02,3.6904261398e+02,7.0475646030e+05,7.0491120034e+05
write,18,3.6942480683e+02,3.6904268789e+02,7.0418192603e+05,7.0491105917e+05
write,19,3.6912364483e+02,3.6904261398e+02,7.0475645666e+05,7.0491120034e+05
write,20,3.6912368488e+02,3.6904252601e+02,7.0475638019e+05,7.0491136839e+05
write,21,3.6912357187e+02,3.6904258299e+02,7.0475659596e+05,7.0491125954e+05
write,22,3.6912359405e+02,3.6904260993e+02,7.0475655362e+05,7.0491120808e+05
write,23,3.6912363195e+02,3.6904282188e+02,7.0475648124e+05,7.0491080323e+05
write,24,3.6912371111e+02,3.6904269004e+02,7.0475633012e+05,7.0491105507e+05
write,25,3.6912358904e+02,3.6904265404e+02,7.0475656318e+05,7.0491112383e+05
write,26,3.6912369299e+02,3.6904281902e+02,7.0475636471e+05,7.0491080869e+05
write,27,3.6912364793e+02,3.6904264021e+02,7.0475645075e+05,7.0491115025e+05
write,28,3.6912359881e+02,3.6904252887e+02,7.0475654452e+05,7.0491136292e+05
write,29,3.6912358594e+02,3.6904267502e+02,7.0475656910e+05,7.0491108376e+05
write,30,3.6912365294e+02,3.6904272294e+02,7.0475644119e+05,7.0491099222e+05
write,31,3.6912363291e+02,3.6904274106e+02,7.0475647942e+05,7.0491095761e+05
