access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,1.0333014541e+04,9.9911053660e+03,1.0158590563e+04,1.0506231308e+04
write,1,1.0333014622e+04,9.2004565670e+03,1.0158590483e+04,1.1409092933e+04
write,2,1.0333014615e+04,7.8276943290e+03,1.0158590490e+04,1.3409933959e+04
write,3,1.0333014607e+04,7.9940257239e+03,1.0158590498e+04,1.3130913963e+04
write,4,1.0333014573e+04,8.4395844321e+03,1.0158590531e+04,1.2437681600e+04
write,5,1.0333014515e+04,8.8016890059e+03,1.0158590588e+04,1.1925991015e+04
write,6,1.0333014486e+04,5.6571465108e+03,1.0158590617e+04,1.8555090238e+04
write,7,1.0333014524e+04,6.5099259100e+03,1.0158590579e+04,1.6124432974e+04
write,8,1.0333014359e+04,7.0886821160e+03,1.0158590742e+04,1.4807951927e+04
write,9,1.0333014457e+04,1.0082748374e+04,1.0158590645e+04,1.0410739226e+04
write,10,1.0333014377e+04,6.6890056150e+03,1.0158590724e+04,1.5692745685e+04
write,11,1.0333014537e+04,7.4148866680e+03,1.0158590566e+04,1.4156502817e+04
write,12,1.0333014269e+04,9.3336518900e+03,1.0158590830e+04,1.1246280152e+04
write,13,1.0333014348e+04,9.9942823160e+03,1.0158590752e+04,1.0502891622e+04
write,14,1.0333014422e+04,9.4602717891e+03,1.0158590679e+04,1.1095755634e+04
write,15,1.0333014350e+04,1.0332975183e+04,1.0158590750e+04,1.0158629256e+04
write,16,1.0333014271e+04,3.6395667942e+03,1.0158590828e+04,2.8841032446e+04
write,17,1.0333014875e+04,3.8136623991e+03,1.0158590234e+04,2.7524424822e+04
write,18,1.0333014261e+04,1.9823134770e+03,1.0158590838e+04,5.2952706631e+04
write,19,1.0333014265e+04,2.0017062960e+03,1.0158590834e+04,5.2439693182e+04
write,20,1.0333014287e+04,4.1544828830e+03,1.0158590812e+04,2.5266409071e+04
write,21,1.0333014226e+04,2.9694663999e+03,1.0158590872e+04,3.5349402843e+04
write,22,1.0333014209e+04,4.9478493690e+03,1.0158590889e+04,2.1215048432e+04
write,23,1.0333014229e+04,5.4808898501e+03,1.0158590869e+04,1.9151792295e+04
write,24,1.0333014187e+04,4.1256355879e+03,1.0158590911e+04,2.5443077015e+04
write,25,1.0333014165e+04,5.1182562749e+03,1.0158590932e+04,2.0508715930e+04
write,26,1.0333014357e+04,5.2660160730e+03,1.0158590744e+04,1.9933259326e+04
write,27,1.0333014150e+04,5.4339231591e+03,1.0158590947e+04,1.9317325793e+04
write,28,1.0333014129e+04,1.3589772289e+03,1.0158590968e+04,7.7241076428e+04
write,29,1.0333014279e+04,2.2140947940e+03,1.0158590820e+04,4.7409381153e+04
write,30,1.0333014112e+04,1.3331636329e+03,1.0158590984e+04,7.8736669237e+04
write,31,1.0333014273e+04,2.8753855429e+03,1.0158590826e+04,3.6506013693e+04
