access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,6.6725229025e+01,5.4572378874e+01,2.0436873607e+07,2.4988008589e+07
write,1,6.6725129128e+01,6.0442396879e+01,2.0436904204e+07,2.2561234207e+07
write,2,6.6725167990e+01,5.3074654102e+01,2.0436892301e+07,2.5693150432e+07
write,3,6.6725155830e+01,6.0442389011e+01,2.0436896026e+07,2.2561237143e+07
write,4,6.6725197077e+01,3.8456270933e+01,2.0436883392e+07,3.5459888307e+07
write,5,6.6725173950e+01,4.9168452978e+01,2.0436890476e+07,2.7734349759e+07
write,6,6.6725641966e+01,6.0442414999e+01,2.0436747131e+07,2.2561227443e+07
write,7,6.6725193024e+01,3.7501836061e+01,2.0436884634e+07,3.6362354893e+07
write,8,6.6725120068e+01,5.6151001930e+01,2.0436906979e+07,2.4285498480e+07
write,9,6.6725075006e+01,6.2536322117e+01,2.0436920781e+07,2.1805808622e+07
write,10,6.6725077152e+01,6.6722074032e+01,2.0436920124e+07,2.0437839977e+07
write,11,6.6725064993e+01,6.3102446079e+01,2.0436923848e+07,2.1610177683e+07
write,12,6.6725106955e+01,4.0967312098e+01,2.0436910996e+07,3.3286417931e+07
write,13,6.6725091934e+01,4.9682976007e+01,2.0436915596e+07,2.7447129411e+07
write,14,6.6725097895e+01,6.6722077131e+01,2.0436913770e+07,2.0437839028e+07
write,15,6.6725290060e+01,4.5091936111e+01,2.0436854913e+07,3.0241661583e+07
