access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,1.8497710228e+00,1.8487300873e+00,5.5171351882e+07,5.5202416352e+07
read,1,1.8497951031e+00,1.8487131596e+00,5.5170633672e+07,5.5202921812e+07
read,2,1.8497500420e+00,1.8487629890e+00,5.5171977664e+07,5.5201433934e+07
read,3,1.8497509956e+00,1.8487589359e+00,5.5171949220e+07,5.5201554955e+07
read,4,1.8497240543e+00,1.8488028049e+00,5.5172752801e+07,5.5200245114e+07
read,5,1.8497810364e+00,1.8487689495e+00,5.5171053218e+07,5.5201255964e+07
read,6,1.8497090340e+00,1.8488252163e+00,5.5173200826e+07,5.5199575980e+07
read,7,1.8497359753e+00,1.8487730026e+00,5.5172397231e+07,5.5201134945e+07
read,8,1.8497419357e+00,1.8488230705e+00,5.5172219448e+07,5.5199640045e+07
read,9,1.8497838974e+00,1.8487901688e+00,5.5170967886e+07,5.5200622399e+07
read,10,1.8497450352e+00,1.8488399982e+00,5.5172127001e+07,5.5199134645e+07
read,11,1.8497438431e+00,1.8488359451e+00,5.5172162557e+07,5.5199255655e+07
read,12,1.8497400284e+00,1.8488059044e+00,5.5172276338e+07,5.5200152573e+07
read,13,1.8498289585e+00,1.8487770557e+00,5.5169623943e+07,5.5201013926e+07
read,14,1.8497669697e+00,1.8488459587e+00,5.5171472771e+07,5.5198956689e+07
read,15,1.8497819901e+00,1.8487789631e+00,5.5171024774e+07,5.5200956976e+07
read,16,1.8497669697e+00,1.8487858772e+00,5.5171472771e+07,5.5200750534e+07
read,17,1.8497879505e+00,1.8487620354e+00,5.5170847000e+07,5.5201462410e+07
read,18,1.8497519493e+00,1.8488039970e+00,5.5171920775e+07,5.5200209521e+07
read,19,1.8497500420e+00,1.8488099575e+00,5.5171977664e+07,5.5200031559e+07
