rank,items,rate-Directory creation,time-Directory creation,rate-Directory stat,time-Directory stat,rate-Directory read,time-Directory read,rate-Directory rename,time-Directory rename,rate-Directory removal,time-Directory removal,rate-File creation,time-File creation,rate-File stat,time-File stat,rate-File read,time-File read,rate-File removal,time-File removal,rate-Tree creation,time-Tree creation,rate-Tree removal,time-Tree removal
all,175543,,,,,,,,,,,,,1.6363113630e+04,2.1455940962e+01,,,,,,,,
0,,,,,,,,,,,,,,8.2069630630e+03,2.1389519930e+01,,,,
1,,,,,,,,,,,,,,8.1815663610e+03,2.1455915928e+01,,,,
