access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,2.7187550116e+02,2.7186936808e+02,2.9719915573e+08,2.9720586023e+08
read,1,2.7187555504e+02,2.7186935091e+02,2.9719909683e+08,2.9720587899e+08
read,2,2.7187547803e+02,2.7186936998e+02,2.9719918101e+08,2.9720585814e+08
read,3,2.7187554693e+02,2.7186935210e+02,2.9719910569e+08,2.9720587769e+08
read,4,2.7187554097e+02,2.7186937404e+02,2.9719911221e+08,2.9720585371e+08
read,5,2.7187552309e+02,2.7186935592e+02,2.9719913176e+08,2.9720587352e+08
read,6,2.7187547708e+02,2.7186940193e+02,2.9719918206e+08,2.9720582321e+08
read,7,2.7187558699e+02,2.7186938310e+02,2.9719906191e+08,2.9720584381e+08
read,8,2.7187547398e+02,2.7186940193e+02,2.9719918544e+08,2.9720582321e+08
read,9,2.7187553811e+02,2.7186938190e+02,2.9719911534e+08,2.9720584511e+08
read,10,2.7187554693e+02,2.7186940002e+02,2.9719910569e+08,2.9720582530e+08
read,11,2.7187555313e+02,2.7186938095e+02,2.9719909892e+08,2.9720584615e+08
read,12,2.7187550092e+02,2.7186940908e+02,2.9719915599e+08,2.9720581540e+08
read,13,2.7187544203e+02,2.7186939311e+02,2.9719922037e+08,2.9720583286e+08
read,14,2.7187550688e+02,2.7186940598e+02,2.9719914948e+08,2.9720581878e+08
read,15,2.7187551713e+02,2.7186939406e+02,2.9719913827e+08,2.9720583182e+08
read,16,2.7187538600e+02,2.7186924601e+02,2.9719928162e+08,2.9720599367e+08
read,17,2.7187538600e+02,2.7186915183e+02,2.9719928162e+08,2.9720609662e+08
read,18,2.7187538981e+02,2.7186924601e+02,2.9719927745e+08,2.9720599367e+08
read,19,2.7187538981e+02,2.7186920500e+02,2.9719927745e+08,2.9720603850e+08
read,20,2.7187538886e+02,2.7186923504e+02,2.9719927849e+08,2.9720600566e+08
read,21,2.7187537789e+02,2.7186918402e+02,2.9719929048e+08,2.9720606144e+08
read,22,2.7187537694e+02,2.7186933208e+02,2.9719929152e+08,2.9720589958e+08
read,23,2.7187538099e+02,2.7186941195e+02,2.9719928709e+08,2.9720581227e+08
read,24,2.7187538409e+02,2.7186929107e+02,2.9719928370e+08,2.9720594441e+08
read,25,2.7187536597e+02,2.7186939383e+02,2.9719930351e+08,2.9720583208e+08
read,26,2.7187538004e+02,2.7186937594e+02,2.9719928813e+08,2.9720585162e+08
read,27,2.7187538314e+02,2.7186929822e+02,2.9719928474e+08,2.9720593659e+08
read,28,2.7187537289e+02,2.7186951303e+02,2.9719929595e+08,2.9720570176e+08
read,29,2.7187538004e+02,2.7186938596e+02,2.9719928813e+08,2.9720584068e+08
read,30,2.7187536597e+02,2.7186949992e+02,2.9719930351e+08,2.9720571609e+08
read,31,2.7187536788e+02,2.7186933112e+02,2.9719930142e+08,2.9720590062e+08
