access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,5.2489861488e+02,4.8492081690e+02,2.0459056830e+07,2.2145740537e+07
write,1,5.2489864206e+02,5.2489542603e+02,2.0459055771e+07,2.0459181123e+07
write,2,5.2489864111e+02,4.8790616202e+02,2.0459055808e+07,2.2010237681e+07
write,3,5.2489865017e+02,4.6467650318e+02,2.0459055455e+07,2.3110552220e+07
write,4,5.2489861703e+02,4.7858496594e+02,2.0459056747e+07,2.2438921730e+07
write,5,5.2489864492e+02,5.2489542794e+02,2.0459055659e+07,2.0459181049e+07
write,6,5.2489889312e+02,3.7979304695e+02,2.0459045985e+07,2.8275743008e+07
write,7,5.2489871192e+02,3.6955835891e+02,2.0459053048e+07,2.9058822059e+07
write,8,5.2489870501e+02,4.3390596819e+02,2.0459053318e+07,2.4749441997e+07
write,9,5.2489871001e+02,4.5724365997e+02,2.0459053122e+07,2.3486231810e+07
write,10,5.2489873004e+02,4.3571309781e+02,2.0459052342e+07,2.4646793144e+07
write,11,5.2489870501e+02,4.5724365902e+02,2.0459053318e+07,2.3486231859e+07
write,12,5.2489870715e+02,3.5815625119e+02,2.0459053234e+07,2.9983926167e+07
write,13,5.2489871311e+02,4.5724365997e+02,2.0459053002e+07,2.3486231810e+07
write,14,5.2489875293e+02,3.0502482200e+02,2.0459051450e+07,3.5206743247e+07
write,15,5.2489920306e+02,3.0257821703e+02,2.0459033905e+07,3.5491420028e+07
