access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,3.0353560209e+02,3.0353278208e+02,2.0732078751e+08,2.0732271366e+08
read,1,3.0353558612e+02,3.0353276396e+02,2.0732079842e+08,2.0732272603e+08
read,2,3.0353567505e+02,3.0353277087e+02,2.0732073768e+08,2.0732272131e+08
read,3,3.0353561997e+02,3.0353276491e+02,2.0732077530e+08,2.0732272538e+08
read,4,3.0353562689e+02,3.0353278089e+02,2.0732077058e+08,2.0732271447e+08
read,5,3.0353559709e+02,3.0353275180e+02,2.0732079093e+08,2.0732273434e+08
read,6,3.0353562307e+02,3.0353276515e+02,2.0732077318e+08,2.0732272522e+08
read,7,3.0353564811e+02,3.0353274512e+02,2.0732075608e+08,2.0732273890e+08
read,8,3.0353567410e+02,3.0353287816e+02,2.0732073833e+08,2.0732264803e+08
read,9,3.0353567410e+02,3.0353287292e+02,2.0732073833e+08,2.0732265161e+08
read,10,3.0353567600e+02,3.0353290296e+02,2.0732073703e+08,2.0732263109e+08
read,11,3.0353563595e+02,3.0353287196e+02,2.0732076439e+08,2.0732265226e+08
read,12,3.0353564191e+02,3.0353284192e+02,2.0732076032e+08,2.0732267278e+08
read,13,3.0353565788e+02,3.0353282690e+02,2.0732074941e+08,2.0732268304e+08
read,14,3.0353568220e+02,3.0353284097e+02,2.0732073280e+08,2.0732267343e+08
read,15,3.0353567481e+02,3.0353282905e+02,2.0732073785e+08,2.0732268158e+08
