access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,7.9329204559e-01,7.5991702080e-01,2.4081990115e+08,2.5139654301e+08
read,1,7.9330110550e-01,7.5991916656e-01,2.4081715086e+08,2.5139583314e+08
read,2,7.9329204559e-01,7.5991702080e-01,2.4081990115e+08,2.5139654301e+08
read,3,7.9330205917e-01,7.5991821289e-01,2.4081686136e+08,2.5139614864e+08
read,4,7.9328608513e-01,7.5991582870e-01,2.4082171058e+08,2.5139693738e+08
read,5,7.9328203201e-01,7.5991487503e-01,2.4082294101e+08,2.5139725287e+08
read,6,7.9328989983e-01,7.5991702080e-01,2.4082055254e+08,2.5139654301e+08
read,7,7.9329109192e-01,7.5991702080e-01,2.4082019065e+08,2.5139654301e+08
read,8,7.9329800606e-01,7.5992202759e-01,2.4081809174e+08,2.5139488667e+08
read,9,7.9329204559e-01,7.5992202759e-01,2.4081990115e+08,2.5139488667e+08
read,10,7.9329919815e-01,7.5992321968e-01,2.4081772986e+08,2.5139449230e+08
read,11,7.9328799248e-01,7.5992321968e-01,2.4082113156e+08,2.5139449230e+08
read,12,7.9327702522e-01,7.5991702080e-01,2.4082446097e+08,2.5139654301e+08
read,13,7.9326415062e-01,7.5991821289e-01,2.4082836953e+08,2.5139614864e+08
read,14,7.9327106476e-01,7.5991916656e-01,2.4082627047e+08,2.5139583314e+08
read,15,7.9327297211e-01,7.5991916656e-01,2.4082569143e+08,2.5139583314e+08
