access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,2.6888143802e+02,2.6882682896e+02,2.9027554509e+08,2.9033451121e+08
read,1,2.6888140798e+02,2.6882682991e+02,2.9027557752e+08,2.9033451018e+08
read,2,2.6888141489e+02,2.6882682896e+02,2.9027557005e+08,2.9033451121e+08
read,3,2.6888140798e+02,2.6882683206e+02,2.9027557752e+08,2.9033450786e+08
read,4,2.6888140202e+02,2.6882682300e+02,2.9027558395e+08,2.9033451764e+08
read,5,2.6888144207e+02,2.6882682490e+02,2.9027554071e+08,2.9033451558e+08
read,6,2.6888136411e+02,2.6882682490e+02,2.9027562488e+08,2.9033451558e+08
read,7,2.6888134694e+02,2.6882682800e+02,2.9027564341e+08,2.9033451224e+08
read,8,2.6888133812e+02,2.6882682800e+02,2.9027565293e+08,2.9033451224e+08
read,9,2.6888135409e+02,2.6882683396e+02,2.9027563569e+08,2.9033450580e+08
read,10,2.6888135099e+02,2.6882683396e+02,2.9027563903e+08,2.9033450580e+08
read,11,2.6888136411e+02,2.6882683802e+02,2.9027562488e+08,2.9033450142e+08
read,12,2.6888128114e+02,2.6882682920e+02,2.9027571445e+08,2.9033451095e+08
read,13,2.6888129210e+02,2.6882683206e+02,2.9027570261e+08,2.9033450786e+08
read,14,2.6888127995e+02,2.6882683206e+02,2.9027571574e+08,2.9033450786e+08
read,15,2.6888127804e+02,2.6882683396e+02,2.9027571779e+08,2.9033450580e+08
