access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.2197502494e+02,3.1447707987e+02,4.3958282589e+08,4.5006361477e+08
write,1,3.2196730185e+02,3.0661215186e+02,4.3959337025e+08,4.6160822547e+08
write,2,3.2197356510e+02,3.1458606911e+02,4.3958481897e+08,4.4990768895e+08
write,3,3.2196181488e+02,3.1555175710e+02,4.3960086192e+08,4.4853082940e+08
write,4,3.2197417188e+02,3.1386245108e+02,4.3958399055e+08,4.5094496281e+08
write,5,3.2196672201e+02,3.0897590399e+02,4.3959416192e+08,4.5807679337e+08
write,6,3.2197441506e+02,3.2189028788e+02,4.3958365853e+08,4.3969854531e+08
write,7,3.2196247602e+02,3.1837487698e+02,4.3959995922e+08,4.4455357996e+08
write,8,3.2197589517e+02,3.1116539502e+02,4.3958163780e+08,4.5485357174e+08
write,9,3.2197799110e+02,3.0592845392e+02,4.3957877631e+08,4.6263984116e+08
write,10,3.2195291185e+02,3.0022930694e+02,4.3961301829e+08,4.7142197000e+08
write,11,3.2195177507e+02,3.0158852911e+02,4.3961457052e+08,4.6929732953e+08
write,12,3.2196773481e+02,3.0193944597e+02,4.3959277910e+08,4.6875190776e+08
write,13,3.2196943617e+02,3.0760315609e+02,4.3959045620e+08,4.6012106354e+08
write,14,3.2197021914e+02,3.1620926404e+02,4.3958938721e+08,4.4759818077e+08
write,15,3.2197305512e+02,3.0916392493e+02,4.3958551523e+08,4.5779820967e+08
