access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,1.4478068480e+03,3.0005300713e+02,5.5478788285e+05,2.6769459960e+06
write,1,1.4478068440e+03,7.8007591820e+02,5.5478788440e+05,1.0296763139e+06
write,2,1.4478068581e+03,7.1151675200e+02,5.5478787901e+05,1.1288921782e+06
write,3,1.4478068440e+03,1.0492034290e+03,5.5478788440e+05,7.6555763526e+05
write,4,1.4478068559e+03,5.5354380202e+02,5.5478787983e+05,1.4510607707e+06
write,5,1.4478068571e+03,5.3521287179e+02,5.5478787937e+05,1.5007593022e+06
write,6,1.4478069110e+03,1.3150286970e+03,5.5478785873e+05,6.1080469029e+05
write,7,1.4483945310e+03,1.0642758231e+03,5.5456277886e+05,7.5471572176e+05
write,8,1.4478068461e+03,1.4304163489e+03,5.5478788358e+05,5.6153279889e+05
write,9,1.4478068571e+03,1.3703104498e+03,5.5478787937e+05,5.8616330051e+05
write,10,1.4478068409e+03,1.4478015780e+03,5.5478788559e+05,5.5478990228e+05
write,11,1.4478068500e+03,1.2578518898e+03,5.5478788212e+05,6.3856937568e+05
write,12,1.4478068640e+03,9.1504449582e+02,5.5478787673e+05,8.7779960392e+05
write,13,1.4478068502e+03,1.4475747259e+03,5.5478788202e+05,5.5487684445e+05
write,14,1.4483144622e+03,5.3079535317e+02,5.5459343739e+05,1.5132492988e+06
write,15,1.4478068821e+03,7.0341603494e+02,5.5478786978e+05,1.1418927862e+06
