access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.0687889099e+01,3.0517422915e+01,1.0592405328e+08,1.0651573067e+08
write,1,3.0687875986e+01,3.0296510935e+01,1.0592409854e+08,1.0729240760e+08
write,2,3.0687879086e+01,3.0641676903e+01,1.0592408784e+08,1.0608380247e+08
write,3,3.0687871933e+01,3.0483335018e+01,1.0592411253e+08,1.0663484156e+08
write,4,3.0687870979e+01,3.0171669960e+01,1.0592411582e+08,1.0773635017e+08
write,5,3.0687881947e+01,3.0021490812e+01,1.0592407797e+08,1.0827528920e+08
write,6,3.0687714100e+01,3.0639149904e+01,1.0592465732e+08,1.0609255185e+08
write,7,3.0687860966e+01,3.0417025089e+01,1.0592415039e+08,1.0686730837e+08
write,8,3.0687886953e+01,3.0094640017e+01,1.0592406069e+08,1.0801211107e+08
write,9,3.0687741041e+01,3.0083575010e+01,1.0592456433e+08,1.0805183888e+08
write,10,3.0687870026e+01,3.0420569897e+01,1.0592411912e+08,1.0685485548e+08
write,11,3.0687850237e+01,3.0413576126e+01,1.0592418742e+08,1.0687942735e+08
write,12,3.0687633038e+01,3.0299381018e+01,1.0592493712e+08,1.0728224442e+08
write,13,3.0687597036e+01,3.0428951979e+01,1.0592506139e+08,1.0682542081e+08
write,14,3.0687880993e+01,3.0415612936e+01,1.0592408126e+08,1.0687227007e+08
write,15,3.0687546015e+01,3.0445301056e+01,1.0592523750e+08,1.0676805573e+08
