access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.1260803795e+02,3.0774231005e+02,1.4448911830e+08,1.4677364243e+08
write,1,3.1260801005e+02,3.0665382099e+02,1.4448913119e+08,1.4729462568e+08
write,2,3.1260800409e+02,3.1029824996e+02,1.4448913395e+08,1.4556466168e+08
write,3,3.1260801601e+02,3.0693498397e+02,1.4448912844e+08,1.4715969875e+08
write,4,3.1260800505e+02,3.0768067789e+02,1.4448913351e+08,1.4680304297e+08
write,5,3.1260804892e+02,3.0588004398e+02,1.4448911323e+08,1.4766723317e+08
write,6,3.1260776591e+02,3.1257486200e+02,1.4448924403e+08,1.4450445403e+08
write,7,3.1260796213e+02,3.0997428703e+02,1.4448915334e+08,1.4571679544e+08
write,8,3.1260783696e+02,3.0013107395e+02,1.4448921120e+08,1.5049577900e+08
write,9,3.1260783601e+02,3.0002206397e+02,1.4448921164e+08,1.5055046012e+08
write,10,3.1260785508e+02,3.0557705498e+02,1.4448920282e+08,1.4781364975e+08
write,11,3.1260780787e+02,3.0576848793e+02,1.4448922464e+08,1.4772110783e+08
write,12,3.1260780382e+02,3.0461359000e+02,1.4448922651e+08,1.4828117083e+08
write,13,3.1260783100e+02,3.0543224692e+02,1.4448921395e+08,1.4788372947e+08
write,14,3.1260783887e+02,3.0369620705e+02,1.4448921031e+08,1.4872908758e+08
write,15,3.1260785818e+02,3.0081389809e+02,1.4448920139e+08,1.5015416529e+08
