access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.6809161711e+02,3.1974761081e+02,9.2217536870e+07,1.0616029995e+08
write,1,3.6809159112e+02,3.1798217201e+02,9.2217543380e+07,1.0674970253e+08
write,2,3.6809281492e+02,3.6802419186e+02,9.2217236784e+07,9.2234431929e+07
write,3,3.6809155583e+02,3.1789000392e+02,9.2217552220e+07,1.0678065322e+08
write,4,3.6809309697e+02,3.1807607293e+02,9.2217166123e+07,1.0671818839e+08
write,5,3.6809256816e+02,3.1902425599e+02,9.2217298604e+07,1.0640100756e+08
write,6,3.6809284210e+02,3.4708364296e+02,9.2217229974e+07,9.7799199013e+07
write,7,3.6809483004e+02,3.1813016295e+02,9.2216731946e+07,1.0670004364e+08
write,8,3.6809251714e+02,3.1890677309e+02,9.2217311387e+07,1.0644020490e+08
write,9,3.6809469795e+02,3.1888155699e+02,9.2216765036e+07,1.0644862184e+08
write,10,3.6809285688e+02,3.1809711003e+02,9.2217226271e+07,1.0671113066e+08
write,11,3.6809301901e+02,3.1755019212e+02,9.2217185654e+07,1.0689491965e+08
write,12,3.6809298301e+02,3.1960107899e+02,9.2217194674e+07,1.0620897270e+08
write,13,3.6809305501e+02,3.1880064797e+02,9.2217176635e+07,1.0647563764e+08
write,14,3.6809310102e+02,3.1792857885e+02,9.2217165107e+07,1.0676769731e+08
write,15,3.6809285903e+02,3.1760638189e+02,9.2217225733e+07,1.0687600819e+08
write,16,3.6809334302e+02,3.3405607295e+02,9.2217104481e+07,1.0161318719e+08
write,17,3.6810310888e+02,3.0361667204e+02,9.2214657939e+07,1.1180052151e+08
write,18,3.6809247589e+02,3.0193189096e+02,9.2217321720e+07,1.1242436883e+08
write,19,3.6809330916e+02,3.0396738911e+02,9.2217112963e+07,1.1167152625e+08
write,20,3.6809192109e+02,3.6558603001e+02,9.2217460713e+07,9.2849560667e+07
write,21,3.6811643195e+02,3.0231603312e+02,9.2211320457e+07,1.1228151521e+08
write,22,3.6809333396e+02,3.0196804500e+02,9.2217106751e+07,1.1241090849e+08
write,23,3.6809320688e+02,3.0329630804e+02,9.2217138587e+07,1.1191861349e+08
write,24,3.6809259200e+02,3.0363970709e+02,9.2217292631e+07,1.1179203997e+08
write,25,3.6809255219e+02,3.0221501803e+02,9.2217302606e+07,1.1231904520e+08
write,26,3.6809268999e+02,3.0149194288e+02,9.2217268082e+07,1.1258842259e+08
write,27,3.6809309101e+02,3.0222343111e+02,9.2217167616e+07,1.1231591855e+08
write,28,3.6809367895e+02,3.2552845311e+02,9.2217020321e+07,1.0427507011e+08
write,29,3.6809250593e+02,3.0175495911e+02,9.2217314194e+07,1.1249028806e+08
write,30,3.6809276819e+02,3.0234823608e+02,9.2217248491e+07,1.1226955616e+08
write,31,3.6809326196e+02,3.0245563102e+02,9.2217124789e+07,1.1222969187e+08
