access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,5.2124892497e+02,5.2124247789e+02,6.7819720035e+06,6.7820558875e+06
write,1,5.2124892902e+02,3.5693236494e+02,6.7819719508e+06,9.9041049880e+06
write,2,5.2124915886e+02,5.2124247599e+02,6.7819689604e+06,6.7820559123e+06
write,3,5.2124892902e+02,4.1284958291e+02,6.7819719508e+06,8.5626721264e+06
write,4,5.2124892592e+02,5.2124257684e+02,6.7819719911e+06,6.7820546001e+06
write,5,5.2124892807e+02,3.1922785497e+02,6.7819719632e+06,1.1073894590e+07
write,6,5.2124890399e+02,5.2124245691e+02,6.7819722765e+06,6.7820561605e+06
write,7,5.2124892998e+02,3.9656183600e+02,6.7819719383e+06,8.9143616330e+06
write,8,5.2124891782e+02,5.2124248004e+02,6.7819720966e+06,6.7820558596e+06
write,9,5.2124890709e+02,4.0388763118e+02,6.7819722361e+06,8.7526711469e+06
write,10,5.2124890304e+02,5.2124246383e+02,6.7819722889e+06,6.7820560705e+06
write,11,5.2124890804e+02,3.0498509789e+02,6.7819722237e+06,1.1591043761e+07
write,12,5.2124892092e+02,5.2124249792e+02,6.7819720562e+06,6.7820556269e+06
write,13,5.2124892998e+02,3.0282679605e+02,6.7819719383e+06,1.1673655245e+07
write,14,5.2124891496e+02,5.2124256992e+02,6.7819721338e+06,6.7820546900e+06
write,15,5.2124891686e+02,4.0546892905e+02,6.7819721090e+06,8.7185363975e+06
write,16,5.2124891996e+02,3.1286922407e+02,6.7819720686e+06,1.1298956062e+07
write,17,5.2124891996e+02,3.8252319098e+02,6.7819720686e+06,9.2415197285e+06
write,18,5.2124891686e+02,5.2124249506e+02,6.7819721090e+06,6.7820556641e+06
write,19,5.2124891186e+02,4.1605663800e+02,6.7819721741e+06,8.4966691866e+06
write,20,5.2124890709e+02,5.2124247503e+02,6.7819722361e+06,6.7820559247e+06
write,21,5.2124891186e+02,3.3385420084e+02,6.7819721741e+06,1.0588740855e+07
write,22,5.2124890995e+02,5.2124249601e+02,6.7819721989e+06,6.7820556517e+06
write,23,5.2124891591e+02,4.2539471889e+02,6.7819721214e+06,8.3101539795e+06
write,24,5.2124889994e+02,5.2124247789e+02,6.7819723292e+06,6.7820558875e+06
write,25,5.2124890494e+02,3.9428513384e+02,6.7819722641e+06,8.9658354135e+06
write,26,5.2124890089e+02,5.2124261498e+02,6.7819723168e+06,6.7820541037e+06
write,27,5.2124890399e+02,3.1191798592e+02,6.7819722765e+06,1.1333413832e+07
write,28,5.2124892402e+02,5.2124247599e+02,6.7819720159e+06,6.7820559123e+06
write,29,5.2124890399e+02,3.8042817593e+02,6.7819722765e+06,9.2924127068e+06
write,30,5.2124888802e+02,5.2124255395e+02,6.7819724843e+06,6.7820548979e+06
write,31,5.2124890184e+02,3.1828943300e+02,6.7819723044e+06,1.1106544074e+07
